case,case_index,case_count,Vv,tip_deflection,case_dir,vsp3_path,deflection_csv_path,stab_path,passed,vspaero_passed,error,postprocess_passed,postprocess_error,sixdof_success,sixdof_message,sixdof_roll_response_reached,sixdof_target_delta_phi,sixdof_target_delta_phi_deg,sixdof_stop_at_target_delta_phi,sixdof_stopped_at_target_delta_phi,sixdof_phi0,sixdof_phi_final,sixdof_phi_delta_final,sixdof_t_start,sixdof_t_final,sixdof_t_reach,sixdof_dt_reach,sixdof_delta_r,sixdof_metric_Vinf,sixdof_metric_Bref,sixdof_roll_response_phi_rate,sixdof_roll_response_phi_rate_per_delta_r,sixdof_roll_response_metric,sixdof_roll_response_error,sixdof_roll_response_reference_phi_rate_to_t_final,sixdof_roll_response_reference_phi_rate_per_delta_r_to_t_final,sixdof_roll_response_metric_reference,sixdof_roll_response_fraction_of_target,sixdof_delta_e_initial,sixdof_thrust,turn_trim_mode,turn_trim_passed,turn_trim_beta,turn_trim_delta_r,turn_trim_Omega,Gamma_eff_rad,Gamma_eff_deg,CL_alpha,Cl_beta,Cn_beta,CS_beta,CS_p,CS_r,CY_beta,CY_p,CY_r,Cl_p,Cl_r,Cn_p,Cn_r,Cl_delta_r,Cn_delta_r,CS_delta_r,CY_delta_r,spiral_margin,control_column_delta_a,control_column_delta_e,control_column_delta_r,control_groups,Sref,Bref,Cref,Xcg,Ycg,Zcg,AoA_deg,Beta_deg,Mach,Rho,Vinf,quasi_matrix_det,quasi_beta_per_delta_r,quasi_p_per_delta_r,quasi_phat_per_delta_r,quasi_rhat_per_delta_r,turn_trim_fixed_phi,turn_trim_fixed_phi_deg,turn_trim_fixed_delta_a,turn_trim_fixed_V,turn_trim_message,turn_trim_max_abs_residual,turn_trim_cost,turn_trim_nfev,turn_trim_solution_V,turn_trim_solution_phi,turn_trim_solution_delta_a,turn_trim_solution_alpha,turn_trim_solution_beta,turn_trim_solution_theta,turn_trim_solution_Omega,turn_trim_solution_delta_e,turn_trim_solution_delta_r,turn_trim_solution_T,turn_trim_derived_u,turn_trim_derived_v,turn_trim_derived_w,turn_trim_derived_p,turn_trim_derived_q,turn_trim_derived_r,turn_trim_derived_p_hat,turn_trim_derived_q_hat,turn_trim_derived_r_hat,turn_trim_derived_qbar,turn_trim_derived_turn_radius,turn_trim_derived_z_dot,turn_trim_derived_h_dot,turn_trim_derived_sink_rate,turn_trim_coefficients_CL,turn_trim_coefficients_CD,turn_trim_coefficients_CS,turn_trim_coefficients_CMl,turn_trim_coefficients_CMm,turn_trim_coefficients_CMn,turn_trim_coefficients_CX,turn_trim_coefficients_CY,turn_trim_coefficients_CZ,turn_trim_coefficients_Cl,turn_trim_coefficients_Cm,turn_trim_coefficients_Cn,turn_trim_residuals_force_x,turn_trim_residuals_force_y,turn_trim_residuals_force_z,turn_trim_residuals_moment_l,turn_trim_residuals_moment_m,turn_trim_residuals_moment_n,turn_trim_height_residual
vv_0p00350_wtip_1p20000,62,121,0.0035,1.2000000000000002,vv_0p00350_wtip_1p20000,vv_0p00350_wtip_1p20000\vv_0p00350_wtip_1p20000.vsp3,vv_0p00350_wtip_1p20000\vv_0p00350_wtip_1p20000_deflection.csv,vv_0p00350_wtip_1p20000\vv_0p00350_wtip_1p20000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.06996354906387495,0.06996354906387495,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.006996354906387494,-0.04008616081116496,-0.0541163170950727,0.8017232162232992,-0.000436330963965867,23.78441662482952,gliding,True,0.1405400537528641,-0.26441425929198004,0.06742688395043825,0.1067008857533431,6.113510423974134,5.9683523,-0.1351392,-0.0065652,-0.0835145,-0.2781959,0.099118,-0.10509429997490424,-0.2781959000000001,0.09911799999999969,-0.77503,0.2242939,-0.087739,-0.0097559,0.0027023,-0.0070686,0.0427466,0.04274660000000009,0.00279093883356,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0014154818945747933,0.7288397895948968,-0.09770952393541371,-0.13190785731280852,-0.028712419549186654,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,8.361614614612608e-10,3.656399760370348e-19,4,10.0,0.08726646259971647,0.0,0.0038612883885931226,0.1405400537528641,-0.008681749677825035,0.06742688395043825,-0.01161215917877452,-0.26441425929198004,0.0,9.901331097668901,1.400778641337059,0.038232084806935226,0.0005853759743799572,0.005876418683906442,0.06716777290997464,0.0007902575654129423,0.00018363808387207632,0.09067649342846576,61.25,148.3087963452448,0.24612626502675466,-0.24612626502675466,0.24612626502675466,0.8912076670930035,0.021892735083524344,-0.014275483325194774,-4.5725618387157385e-12,5.2347557712162374e-14,-3.8238943261825753e-13,-0.016235856297390557,-0.017201421639862883,-0.8912770025209992,-4.5725618387157385e-12,5.2347557712162374e-14,-3.8238943261825753e-13,8.361614614612608e-10,1.751370193239202e-10,-3.768195350107456e-11,-4.5725618387157385e-12,5.2347557712162374e-14,-3.8238943261825753e-13,0.024612626502675466
vv_0p00350_wtip_1p40000,63,121,0.0035,1.4000000000000001,vv_0p00350_wtip_1p40000,vv_0p00350_wtip_1p40000\vv_0p00350_wtip_1p40000.vsp3,vv_0p00350_wtip_1p40000\vv_0p00350_wtip_1p40000_deflection.csv,vv_0p00350_wtip_1p40000\vv_0p00350_wtip_1p40000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.06760794854418192,0.06760794854418192,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.006760794854418192,-0.038736501131192626,-0.05229427652711005,0.7747300226238525,0.0024525716557797224,23.767704779710577,gliding,True,0.11945389901335508,-0.2928908529953226,0.06712359034721538,0.12413891401511135,7.112635846403305,5.9564146,-0.1569104,-0.009334,-0.1009168,-0.3213147,0.1118487,-0.12248080004554657,-0.3213147000000002,0.11184869999999998,-0.7754886,0.2243008,-0.0876485,-0.0097576,0.0025897,-0.0070716,0.0428131,0.042813099999999917,0.00362469258624,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0014414169133261697,0.7134864312909507,-0.11282743295898343,-0.15231703449462763,-0.03903857011635672,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,4.629481129010037e-10,1.0892510334637407e-19,4,10.0,0.08726646259971647,0.0,0.00400042296147338,0.11945389901335508,-0.010356635959234776,0.06712359034721538,-0.007670569114709384,-0.2928908529953226,0.0,9.928659181041322,1.1917001568961525,0.039719048044431514,0.0006951621621757653,0.005849892629105651,0.06686457871621566,0.0009384689189372832,0.0001828091446595516,0.09026718126689115,61.25,148.978920052879,0.2462493957299999,-0.2462493957299999,0.2462493957299999,0.8911799753844811,0.021903687847661283,-0.014802434449948486,-3.9009587660815415e-12,-3.882208140029708e-14,-3.6911185913313105e-13,-0.016418345586700772,-0.017307213095102192,-0.891252787056699,-3.9009587660815415e-12,-3.882208140029708e-14,-3.6911185913313105e-13,4.629481129010037e-10,5.7892534404553793e-11,-1.274169079643672e-11,-3.9009587660815415e-12,-3.882208140029708e-14,-3.6911185913313105e-13,0.024624939572999993
vv_0p00350_wtip_1p60000,64,121,0.0035,1.6,vv_0p00350_wtip_1p60000,vv_0p00350_wtip_1p60000\vv_0p00350_wtip_1p60000.vsp3,vv_0p00350_wtip_1p60000\vv_0p00350_wtip_1p60000_deflection.csv,vv_0p00350_wtip_1p60000\vv_0p00350_wtip_1p60000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.06457925725161065,0.06457925725161065,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.006457925725161065,-0.037001188846069066,-0.04995160494219324,0.7400237769213813,0.005234256465086024,23.746622682991074,gliding,True,0.10434443905288297,-0.30718007310951245,0.06719914111787074,0.14181087923223887,8.125164869046703,5.9414579,-0.1787975,-0.011528,-0.1210648,-0.3643613,0.1244845,-0.14260970025548605,-0.3643613000000001,0.12448449999999993,-0.7755295,0.2242071,-0.0875515,-0.0097655,0.0025701,-0.0070618,0.0428838,0.04288380000000015,0.00433070643505,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0014657345374771494,0.6990049735946388,-0.12486029340502698,-0.16856139609678644,-0.03708220421188852,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.8008167757842764e-10,3.948499575521643e-20,4,10.0,0.08726646259971647,0.0,0.00431861423821625,0.10434443905288297,-0.011381817755812883,0.06719914111787074,-0.0063484206849630884,-0.30718007310951245,0.0,9.945517820530663,1.0415519586827153,0.04295112188545802,0.000764831863845029,0.005856411698958652,0.0669390920256008,0.0010325230161907892,0.00018301286559245787,0.09036777423456108,61.25,148.8114257659854,0.24675189045782314,-0.24675189045782314,0.24675189045782314,0.8911813813225019,0.021948384540488322,-0.014932541402468807,-3.1922669802703085e-12,-8.710844816729041e-14,-3.2465479957166643e-13,-0.016424861047839794,-0.017137362444780896,-0.8912606249243549,-3.1922669802703085e-12,-8.710844816729041e-14,-3.2465479957166643e-13,2.8008167757842764e-10,2.259602593218756e-11,-1.833425827383522e-12,-3.1922669802703085e-12,-8.710844816729041e-14,-3.2465479957166643e-13,0.024675189045782312
vv_0p00350_wtip_1p80000,65,121,0.0035,1.8,vv_0p00350_wtip_1p80000,vv_0p00350_wtip_1p80000\vv_0p00350_wtip_1p80000.vsp3,vv_0p00350_wtip_1p80000\vv_0p00350_wtip_1p80000_deflection.csv,vv_0p00350_wtip_1p80000\vv_0p00350_wtip_1p80000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.06097640952825845,0.06097640952825845,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.006097640952825846,-0.034936909158305086,-0.047164827363711866,0.6987381831661017,0.0068662243359126655,23.71702144171527,gliding,True,0.09228043283826748,-0.3219776375925951,0.06719757847276407,0.16025371699989416,9.181861635377828,5.9183351,-0.2012642,-0.0141906,-0.1429872,-0.4072646,0.1369207,-0.16450539982112525,-0.4072645999999998,0.13692069999999962,-0.7757854,0.2240236,-0.087348,-0.0097147,0.0025331,-0.0070627,0.0429985,0.042998500000000335,0.0051342506219,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.001468115461508666,0.694296996000351,-0.13998744731712315,-0.18898305387811626,-0.041987828887858895,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.7734695868568778e-10,1.578441182863225e-20,4,10.0,0.08726646259971647,0.0,0.004795561748375012,0.09228043283826748,-0.011934035525880168,0.06719757847276407,-0.007681399714092488,-0.3219776375925951,0.0,9.957337317730113,0.9214951684628583,0.04775139200995436,0.0008019192533798788,0.005856237811669296,0.06693710448478869,0.0010825909920628364,0.0001830074316146655,0.09036509105446473,61.25,148.81488629911138,0.24670256948756106,-0.24670256948756106,0.24670256948756106,0.8911784094814733,0.021943997582665777,-0.015109548767564873,-2.0011299475125588e-12,-7.596050524694142e-14,-2.0950515627893296e-13,-0.016184372283531756,-0.017067389155350284,-0.8912662707300236,-2.0011299475125588e-12,-7.596050524694142e-14,-2.0950515627893296e-13,1.7734695868568778e-10,1.04546132396187e-11,1.877972506654033e-12,-2.0011299475125588e-12,-7.596050524694142e-14,-2.0950515627893296e-13,0.024670256948756103
vv_0p00350_wtip_2p00000,66,121,0.0035,2.0,vv_0p00350_wtip_2p00000,vv_0p00350_wtip_2p00000\vv_0p00350_wtip_2p00000.vsp3,vv_0p00350_wtip_2p00000\vv_0p00350_wtip_2p00000_deflection.csv,vv_0p00350_wtip_2p00000\vv_0p00350_wtip_2p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.057774111475911744,0.057774111475911744,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.005777411147591174,-0.033102127526880784,-0.04468787216128906,0.6620425505376157,0.00860396588190715,23.690686296114034,gliding,True,0.08290729236222545,-0.3328185186661037,0.06719576961515226,0.17776605501416856,10.185244693002264,5.9005631,-0.2225877,-0.0166473,-0.1668278,-0.4500655,0.1492591,-0.18832160003861112,-0.45006549999999995,0.14925910000000156,-0.7759838,0.2237671,-0.087138,-0.0098023,0.0026708,-0.0070699,0.0432133,0.043213300000000246,0.0059069894555399995,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0014790606375108977,0.6882293542847593,-0.15361893164337653,-0.20738555771855832,-0.04650926834568837,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.1976518119390387e-10,7.194350724679978e-21,4,10.0,0.08726646259971647,0.0,0.005255029391391599,0.08290729236222545,-0.012347807797264248,0.06719576961515226,-0.006108630308552301,-0.3328185186661037,0.0,9.965513983874441,0.8281234614088616,0.052369550954017026,0.0008296993638055825,0.005856050750726858,0.06693496636843281,0.0011200941411375364,0.00018300158596021431,0.0903622045973843,61.25,148.8188922795678,0.24738562944270162,-0.24738562944270162,0.24738562944270162,0.8911744019864681,0.02200475528130183,-0.015249871962385142,-1.157572085061509e-12,-5.4109982553646185e-14,-1.2392474199596215e-13,-0.015982883287679134,-0.017019756481857364,-0.8912706984619818,-1.157572085061509e-12,-5.4109982553646185e-14,-1.2392474199596215e-13,1.1976518119390387e-10,5.480620744335888e-12,3.688815642462921e-12,-1.157572085061509e-12,-5.4109982553646185e-14,-1.2392474199596215e-13,0.02473856294427016
vv_0p00400_wtip_0p00000,67,121,0.004,0.0,vv_0p00400_wtip_0p00000,vv_0p00400_wtip_0p00000\vv_0p00400_wtip_0p00000.vsp3,vv_0p00400_wtip_0p00000\vv_0p00400_wtip_0p00000_deflection.csv,vv_0p00400_wtip_0p00000\vv_0p00400_wtip_0p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.049803379942389064,0.049803379942389064,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.004980337994238906,-0.028535234761853902,-0.038522566928502776,0.5707046952370781,-0.014313629691501847,23.867213256184396,gliding,False,-0.09918689357498524,-1.3448474008747069,0.025834944695326628,0.0023808497769443877,0.13641264387357688,5.9954633,-0.0030291,0.0112973,-0.0438987,-0.019179,0.0256416,-0.06553700005796671,-0.01917900000000404,0.02564160000000375,-0.7712598,0.2221936,-0.0875629,-0.0102142,0.0015591,-0.0077505,0.0449891,0.044989099999998575,-0.0024792479240599995,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0016086990746482972,0.6873039671155757,-5.933802466560034e-05,-8.010633329856046e-05,0.0020749006820682927,0.08726646259971647,5.0,0.0,10.0,`ftol` termination condition is satisfied.,0.00886608001074727,5.2654626739259714e-05,20,10.0,0.08726646259971647,0.0,0.002740563656760544,-0.09918689357498524,-0.03084308154523051,0.025834944695326628,-0.017178407441406952,-1.3448474008747069,0.0,9.950812746572906,-0.9902433945423954,0.027270904042949226,0.0007967029752508855,0.0022505928796472162,0.02572439432658995,0.0010755490165886956,7.033102748897551e-05,0.03472793234089643,61.25,387.07263042095593,0.2477549285749212,-0.2477549285749212,0.2477549285749212,0.8876909004207342,0.02198470247001504,-0.055378594864950594,0.004986506598165829,-7.225724103413975e-06,0.00886608001074727,-0.02492760356474532,-0.05292938907018092,-0.8877625498717895,0.004986506598165829,-7.225724103413975e-06,0.00886608001074727,0.00018664266473644513,0.0013420353010682212,2.615766223825136e-05,0.004986506598165829,-7.225724103413975e-06,0.00886608001074727,0.02477549285749212
vv_0p00400_wtip_0p20000,68,121,0.004,0.2,vv_0p00400_wtip_0p20000,vv_0p00400_wtip_0p20000\vv_0p00400_wtip_0p20000.vsp3,vv_0p00400_wtip_0p20000\vv_0p00400_wtip_0p20000_deflection.csv,vv_0p00400_wtip_0p20000\vv_0p00400_wtip_0p20000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.06345646282993406,0.06345646282993406,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0063456462829934055,-0.03635787502984006,-0.04908313129028408,0.7271575005968012,-0.012410265762039444,23.852136112107964,gliding,False,0.6822044568374724,-0.05172284992681031,0.05565262279506477,0.01947655204761564,1.1159242317952576,5.9993186,-0.0247955,0.0071731,-0.044688,-0.0622641,0.0383936,-0.06632880089242627,-0.06226410000000088,0.0383936,-0.7721931,0.2227436,-0.0877235,-0.0101834,0.0018977,-0.0077978,0.0453838,0.04538379999999759,-0.00134525962246,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0016052213849054352,0.6933867778680528,-0.021213906893088243,-0.02863877430566913,-0.03061588328763515,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,0.00479833079623652,1.4052620588643845e-05,27,10.0,0.08726646259971647,0.0,0.0034451615203482727,0.6822044568374724,0.040217304156656614,0.05565262279506477,-0.033415329352808755,-0.05172284992681031,0.0,7.761800771184323,6.305056202765288,0.026740763142179266,-0.0022375951513890044,0.0048465235723039336,0.05539601791799971,-0.0030207534543751557,0.00015145386163449792,0.07478462418929961,61.25,179.68605067948013,0.2636204153026872,-0.2636204153026872,0.2636204153026872,0.8900884103378373,0.022635331207746426,-0.029754333172163663,0.0019664603610179453,-6.269822323467313e-07,0.00479833079623652,0.004257562111060664,-0.03736656121737206,-0.8900790246078162,0.0019664603610179453,-6.269822323467313e-07,0.00479833079623652,0.00016274946738642702,0.001089860919733272,3.4335284949840092e-06,0.0019664603610179453,-6.269822323467313e-07,0.00479833079623652,0.02636204153026872
vv_0p00400_wtip_0p40000,69,121,0.004,0.4,vv_0p00400_wtip_0p40000,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000.vsp3,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000_deflection.csv,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.07022434792650932,0.07022434792650932,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.007022434792650932,-0.04023558755247258,-0.05431804319583799,0.8047117510494516,-0.009779139483206108,23.854713888685655,gliding,True,0.5311817328986809,0.22545681240064605,0.07346892766520549,0.03620153660121077,2.0741952591377517,5.9977444,-0.0460759,0.0047823,-0.0493201,-0.1054833,0.0510856,-0.07096209988092156,-0.10548330000000262,0.05108559999999883,-0.7729776,0.2232659,-0.087793,-0.0102098,0.0018576,-0.0077921,0.0453656,0.04536559999999848,-0.0005972987897499998,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0016184832150170447,0.6875117614403912,-0.03529756029080119,-0.04765170639258161,-0.03141356774272769,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.38297665802537e-14,4.844468151610551e-28,6,10.0,0.08726646259971647,0.0,0.003720788949241912,0.5311817328986809,0.02628919551000642,0.07346892766520549,-0.017425827986903706,0.22545681240064605,0.0,8.622030945005111,5.065525954812213,0.03208090550591034,-0.0019312165343886283,0.006401026377950065,0.07316406629132423,-0.002607142321424648,0.00020003207431093956,0.0987714894932877,61.25,136.11196348978356,0.24664475999479438,-0.24664475999479438,0.24664475999479438,0.8916501028610077,0.021938855651701613,-0.010625332931177666,4.058493992264989e-15,2.740185465685552e-16,4.75097391983148e-16,-0.010215862321187132,-0.020274442621012634,-0.8916942862622211,4.058493992264989e-15,2.740185465685552e-16,4.75097391983148e-16,1.591390158980161e-14,2.38297665802537e-14,1.1446021757006239e-14,4.058493992264989e-15,2.740185465685552e-16,4.75097391983148e-16,0.02466447599947944
vv_0p00400_wtip_0p60000,70,121,0.004,0.6000000000000001,vv_0p00400_wtip_0p60000,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000.vsp3,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000_deflection.csv,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.07492338878814449,0.07492338878814449,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.007492338878814449,-0.042927939643784704,-0.05795271851910936,0.8585587928756941,-0.0070823257670854295,23.850520818083915,gliding,True,0.30435216068485776,-0.04815666823323691,0.06771688761784679,0.05322337947311843,3.049475015232905,5.9949168,-0.0677087,0.0017116,-0.0555695,-0.1487071,0.063814,-0.07720859997821912,-0.14870709999999818,0.06381400000000265,-0.773742,0.2235928,-0.0878436,-0.0102122,0.0017811,-0.0077906,0.0454447,0.04544469999999955,0.00030875334965999995,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0016165649585638292,0.6887173198348199,-0.05207724055741161,-0.07030427475250567,-0.042695094663394294,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,5.691753442961746e-14,2.3796815601234894e-27,5,10.0,0.08726646259971647,0.0,0.0033034580048519908,0.30435216068485776,0.004862905048047684,0.06771688761784679,-0.014582513740620189,-0.04815666823323691,0.0,9.540360884735472,2.9967517268009725,0.031516296177984085,-0.00032929949676072,0.005901845853236067,0.0674584067853234,-0.00044455432062697197,0.0001844326829136271,0.0910688491601866,61.25,147.67365057345754,0.24618334403908568,-0.24618334403908568,0.24618334403908568,0.8912423141646431,0.021897813068605047,-0.013192166948509637,1.342705785965792e-14,2.370133711689093e-16,1.5565348489288144e-15,-0.013993784386868584,-0.019148102940405465,-0.891293405224032,1.342705785965792e-14,2.370133711689093e-16,1.5565348489288144e-15,5.691753442961746e-14,3.6522863342879706e-14,-1.7529943231450998e-15,1.342705785965792e-14,2.370133711689093e-16,1.5565348489288144e-15,0.02461833440390857
vv_0p00400_wtip_0p80000,71,121,0.004,0.8,vv_0p00400_wtip_0p80000,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000.vsp3,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000_deflection.csv,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.0760421718682152,0.0760421718682152,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.00760421718682152,-0.04356895513057169,-0.05881808942627179,0.8713791026114339,-0.004195610894324007,23.841341055124552,gliding,True,0.22171382441948698,-0.1258141073287458,0.06791475582132715,0.0710993323304772,4.073691668734387,5.9917031,-0.0904013,-0.0001025,-0.0650605,-0.191941,0.0765489,-0.08669280000901718,-0.19194099999999947,0.07654890000000081,-0.7744061,0.2238276,-0.0878032,-0.0102307,0.0018264,-0.0077909,0.0455127,0.04551269999999888,0.0009478109089100001,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0016071406940668124,0.6919365164732824,-0.06395796647113583,-0.08634325473603337,-0.027428174875582766,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,5.733954064794746e-09,2.862652255424259e-17,4,10.0,0.08726646259971647,0.0,0.0033891001556461227,0.22171382441948698,-0.0022097582179019873,0.06791475582132715,-0.013218851468414226,-0.1258141073287458,0.0,9.755164066393489,2.1990181865038947,0.03306135463676953,0.00015007506765603743,0.005919146535415063,0.06765615448750278,0.00020260134133565053,0.00018497332923172072,0.09133580855812876,61.25,147.24340651843613,0.2461485976342234,-0.2461485976342234,0.2461485976342234,0.8912551183690806,0.02189471632972142,-0.013168585844314492,1.2925015197657805e-11,4.2362765855993856e-13,1.4821859017910555e-12,-0.015442328574635941,-0.017660933259022973,-0.8913125726702138,1.2925015197657805e-11,4.2362765855993856e-13,1.4821859017910555e-12,4.934264523501265e-09,5.733954064794746e-09,-1.6637328833836826e-10,1.2925015197657805e-11,4.2362765855993856e-13,1.4821859017910555e-12,0.024614859763422342
