case,case_index,case_count,Vv,tip_deflection,case_dir,vsp3_path,deflection_csv_path,stab_path,passed,vspaero_passed,error,postprocess_passed,postprocess_error,sixdof_success,sixdof_message,sixdof_roll_response_reached,sixdof_target_delta_phi,sixdof_target_delta_phi_deg,sixdof_stop_at_target_delta_phi,sixdof_stopped_at_target_delta_phi,sixdof_phi0,sixdof_phi_final,sixdof_phi_delta_final,sixdof_t_start,sixdof_t_final,sixdof_t_reach,sixdof_dt_reach,sixdof_delta_r,sixdof_metric_Vinf,sixdof_metric_Bref,sixdof_roll_response_phi_rate,sixdof_roll_response_phi_rate_per_delta_r,sixdof_roll_response_metric,sixdof_roll_response_error,sixdof_roll_response_reference_phi_rate_to_t_final,sixdof_roll_response_reference_phi_rate_per_delta_r_to_t_final,sixdof_roll_response_metric_reference,sixdof_roll_response_fraction_of_target,sixdof_delta_e_initial,sixdof_thrust,turn_trim_mode,turn_trim_passed,turn_trim_beta,turn_trim_delta_r,turn_trim_Omega,Gamma_eff_rad,Gamma_eff_deg,CL_alpha,Cl_beta,Cn_beta,CS_beta,CS_p,CS_r,CY_beta,CY_p,CY_r,Cl_p,Cl_r,Cn_p,Cn_r,Cl_delta_r,Cn_delta_r,CS_delta_r,CY_delta_r,spiral_margin,control_column_delta_a,control_column_delta_e,control_column_delta_r,control_groups,Sref,Bref,Cref,Xcg,Ycg,Zcg,AoA_deg,Beta_deg,Mach,Rho,Vinf,quasi_matrix_det,quasi_beta_per_delta_r,quasi_p_per_delta_r,quasi_phat_per_delta_r,quasi_rhat_per_delta_r,turn_trim_fixed_phi,turn_trim_fixed_phi_deg,turn_trim_fixed_delta_a,turn_trim_fixed_V,turn_trim_message,turn_trim_max_abs_residual,turn_trim_cost,turn_trim_nfev,turn_trim_solution_V,turn_trim_solution_phi,turn_trim_solution_delta_a,turn_trim_solution_alpha,turn_trim_solution_beta,turn_trim_solution_theta,turn_trim_solution_Omega,turn_trim_solution_delta_e,turn_trim_solution_delta_r,turn_trim_solution_T,turn_trim_derived_u,turn_trim_derived_v,turn_trim_derived_w,turn_trim_derived_p,turn_trim_derived_q,turn_trim_derived_r,turn_trim_derived_p_hat,turn_trim_derived_q_hat,turn_trim_derived_r_hat,turn_trim_derived_qbar,turn_trim_derived_turn_radius,turn_trim_derived_z_dot,turn_trim_derived_h_dot,turn_trim_derived_sink_rate,turn_trim_coefficients_CL,turn_trim_coefficients_CD,turn_trim_coefficients_CS,turn_trim_coefficients_CMl,turn_trim_coefficients_CMm,turn_trim_coefficients_CMn,turn_trim_coefficients_CX,turn_trim_coefficients_CY,turn_trim_coefficients_CZ,turn_trim_coefficients_Cl,turn_trim_coefficients_Cm,turn_trim_coefficients_Cn,turn_trim_residuals_force_x,turn_trim_residuals_force_y,turn_trim_residuals_force_z,turn_trim_residuals_moment_l,turn_trim_residuals_moment_m,turn_trim_residuals_moment_n,turn_trim_height_residual
vv_0p00200_wtip_0p20000,24,121,0.002,0.2,vv_0p00200_wtip_0p20000,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000.vsp3,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000_deflection.csv,vv_0p00200_wtip_0p20000\vv_0p00200_wtip_0p20000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.03518918096798594,0.03518918096798594,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.003518918096798594,-0.020161915539876753,-0.02721858597883362,0.4032383107975351,-0.012457539891603031,23.737467270436504,gliding,False,0.6820439890707163,-1.094361395936795,0.05819257383766248,0.018997409885357083,1.08847140811107,5.9984984,-0.0241822,0.00096,-0.0094236,-0.0625592,0.0257443,-0.0309558009653973,-0.06255919999999943,0.025744299999997246,-0.7721461,0.2226214,-0.0876641,-0.0080087,0.0017212,-0.0034937,0.0217025,0.021702499999996936,-2.0048558859999966e-05,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007231529952807972,0.7359585951711682,-0.02159501341391683,-0.029153268108787725,-0.0289041589546494,0.08726646259971647,5.0,0.0,10.0,`ftol` termination condition is satisfied.,0.0041284993546510645,9.930991889758269e-06,31,10.0,0.08726646259971647,0.0,0.002954797620507905,0.6820439890707163,0.04023928272922061,0.05819257383766248,-0.03331049768281118,-1.094361395936795,0.0,7.762824604634082,6.303810595365925,0.022937642425109584,-0.002340995555413061,0.005067711406523761,0.05792420643186685,-0.003160343999807632,0.00015836598145386752,0.07819767868302024,61.25,171.84323257288128,0.2595142077548072,-0.2595142077548072,0.2595142077548072,0.8902978825314523,0.0224685166126841,-0.027945225376703173,0.0014618550837250171,-7.181687325455975e-07,0.0041284993546510645,0.0028047947580869138,-0.03585721032312711,-0.8902934814398703,0.0014618550837250171,-7.181687325455975e-07,0.0041284993546510645,0.00013095412786936898,0.000814430162543042,3.253201095272772e-06,0.0014618550837250171,-7.181687325455975e-07,0.0041284993546510645,0.02595142077548073
vv_0p00200_wtip_0p40000,25,121,0.002,0.4,vv_0p00200_wtip_0p40000,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000.vsp3,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000_deflection.csv,vv_0p00200_wtip_0p40000\vv_0p00200_wtip_0p40000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.038037710668449104,0.038037710668449104,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0038037710668449103,-0.02179400283641879,-0.02942190382916537,0.4358800567283758,-0.009731549188941082,23.738874402980123,gliding,True,0.5136207980527552,-0.3632342031991209,0.07288793482190788,0.03531659020665587,2.023491565634437,5.9986551,-0.0449564,-0.0013447,-0.0135262,-0.1057628,0.0384498,-0.03505959987639066,-0.10576280000000049,0.03844979999999973,-0.7729393,0.223109,-0.0877356,-0.0080287,0.0018145,-0.0034837,0.0217993,0.0217992999999991,0.00066095612098,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.000722249397561686,0.7379734959744914,-0.03592880809013752,-0.04850389092168566,-0.027468330824200023,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.3055093763909751e-08,1.351608378916517e-16,5,10.0,0.08726646259971647,0.0,0.0038597780400845367,0.5136207980527552,0.024812209956813373,0.07288793482190788,-0.01977996691085999,-0.3632342031991209,0.0,8.709647115641781,4.913340715500489,0.03361747161709798,-0.0018083251808358632,0.006350646720785354,0.0725882241749364,-0.0024412389941284155,0.0001984577100245423,0.09799410263616415,61.25,137.19691776744244,0.24548986766110398,-0.24548986766110398,0.24548986766110398,0.891611117135501,0.021836113998449834,-0.010817929927949126,2.220745390314402e-09,6.058129321004184e-11,2.616653371843164e-10,-0.010261894300566909,-0.020150932201748482,-0.8916573675683166,2.220745390314402e-09,6.058129321004184e-11,2.616653371843164e-10,9.739619783391192e-09,1.3055093763909751e-08,-1.4886283427909812e-10,2.220745390314402e-09,6.058129321004184e-11,2.616653371843164e-10,0.024548986766110403
vv_0p00200_wtip_0p60000,26,121,0.002,0.6000000000000001,vv_0p00200_wtip_0p60000,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000.vsp3,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000_deflection.csv,vv_0p00200_wtip_0p60000\vv_0p00200_wtip_0p60000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.04000259568839474,0.04000259568839474,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.004000259568839474,-0.022919799025132425,-0.030941728683928773,0.4583959805026485,-0.007132898079602602,23.733779892190277,gliding,True,0.29024211366101205,-0.573110256500415,0.06721905321381785,0.052743996852439766,3.022008414296097,5.9952252,-0.0671023,-0.0044886,-0.0200972,-0.1489915,0.0511764,-0.041627700081137135,-0.14899150000000155,0.05117639999999786,-0.7737164,0.2234609,-0.0877855,-0.0080328,0.001694,-0.0034954,0.0218669,0.02186689999999868,0.00154204595118,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007218345517781937,0.7386641898324429,-0.05467095877090289,-0.0738057943407189,-0.04131679157762217,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.5608540231680346e-14,4.5987180140693195e-28,5,10.0,0.08726646259971647,0.0,0.003139631131962574,0.29024211366101205,0.0035999518694964485,0.06721905321381785,-0.014674128851356848,-0.573110256500415,0.0,9.581698919920193,2.8618422065429137,0.030083099072018723,-0.0002419848336088101,0.005858488547448968,0.06696283051247004,-0.00032667952537189363,0.00018307776710778026,0.09039982119183455,61.25,148.76734380936438,0.2448992160734063,-0.2448992160734063,0.2448992160734063,0.891207031579023,0.02178359090524343,-0.013663943512537448,5.940777383917073e-15,2.5012544119240587e-16,6.912873051767576e-16,-0.014163938448154556,-0.01932656379377516,-0.8912558937255319,5.940777383917073e-15,2.5012544119240587e-16,6.912873051767576e-16,2.5608540231680346e-14,1.5100241540915325e-14,3.09351939378547e-16,5.940777383917073e-15,2.5012544119240587e-16,6.912873051767576e-16,0.024489921607340634
vv_0p00200_wtip_0p80000,27,121,0.002,0.8,vv_0p00200_wtip_0p80000,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000.vsp3,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000_deflection.csv,vv_0p00200_wtip_0p80000\vv_0p00200_wtip_0p80000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.03942240114930667,0.03942240114930667,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.003942240114930667,-0.022587372041269583,-0.030492952255713936,0.4517474408253916,-0.0043485821183524885,23.72338069028978,gliding,True,0.21054956320002674,-0.6017034407724804,0.06743694729420162,0.07075232867334164,4.053809823704914,5.9900252,-0.0899349,-0.0063813,-0.0295621,-0.1922208,0.0639171,-0.05108580004888606,-0.19222079999999883,0.06391709999999928,-0.7743653,0.223718,-0.0877448,-0.0080485,0.0018764,-0.003492,0.0219875,0.02198749999999993,0.00215145271605,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007191094740362613,0.7405783292071237,-0.06757772110961947,-0.0912299234979863,-0.026452270711723992,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,4.0846830623354075e-09,1.5826832570239244e-17,4,10.0,0.08726646259971647,0.0,0.0033795712949699565,0.21054956320002674,-0.003044717525990276,0.06743694729420162,-0.012999196865401125,-0.6017034407724804,0.0,9.779106205172765,2.0899735813876648,0.033049312445824514,0.00020532613808628072,0.005877489986893731,0.06718001795915145,0.000277190286416479,0.0001836715620904291,0.09069302424485445,61.25,148.28666482149353,0.2448503227783262,-0.2448503227783262,0.2448503227783262,0.8912203223944347,0.021779237251618455,-0.013686790021829607,-1.6392568726042445e-12,-3.833505778441659e-14,-1.8627634157386552e-13,-0.015425723909189004,-0.017936336806670443,-0.8912775444882695,-1.6392568726042445e-12,-3.833505778441659e-14,-1.8627634157386552e-13,3.866067968456903e-09,4.0846830623354075e-09,-1.5015046016810474e-10,-1.6392568726042445e-12,-3.833505778441659e-14,-1.8627634157386552e-13,0.024485032277832622
vv_0p00200_wtip_1p00000,28,121,0.002,1.0,vv_0p00200_wtip_1p00000,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000.vsp3,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000_deflection.csv,vv_0p00200_wtip_1p00000\vv_0p00200_wtip_1p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.038735850735518496,0.038735850735518496,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0038735850735518496,-0.022194007629939356,-0.029961910300418133,0.4438801525987871,-0.0019808877948383945,23.709666035569484,gliding,True,0.16610240002390034,-0.6422717275486204,0.06716375280804301,0.08830787822188267,5.059668719869114,5.9817774,-0.1120956,-0.008809,-0.0415688,-0.2354386,0.0766263,-0.06307660002867557,-0.23543859999999975,0.07662630000000037,-0.7749468,0.2239063,-0.0876834,-0.008063,0.0017506,-0.0034825,0.0220167,0.022016699999999976,0.0028762174195,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007252652872081017,0.7328676001857849,-0.0822424029762248,-0.11102724401790348,-0.025187205992452142,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.5251816547429773e-09,1.3569812346876714e-18,4,10.0,0.08726646259971647,0.0,0.0035616613552895368,0.16610240002390034,-0.00668485176841715,0.06716375280804301,-0.01192015816702581,-0.6422717275486204,0.0,9.862304288069666,1.6533965858198096,0.035126336587963124,0.00044897638779544215,0.005853575969183425,0.06690667948595347,0.0006061181235238469,0.00018292424903698203,0.09032401730603719,61.25,148.88983390461286,0.2450192273728583,-0.2450192273728583,0.2450192273728583,0.8911939036048985,0.021794264209110972,-0.014266227686300927,-5.316285823023237e-12,9.277087019594898e-14,-4.4902319709660965e-13,-0.015961284106916968,-0.017673333293035727,-0.8912564051536026,-5.316285823023237e-12,9.277087019594898e-14,-4.4902319709660965e-13,1.5251816547429773e-09,6.175249191816262e-10,-8.011173745041793e-11,-5.316285823023237e-12,9.277087019594898e-14,-4.4902319709660965e-13,0.024501922737285835
vv_0p00200_wtip_1p20000,29,121,0.002,1.2000000000000002,vv_0p00200_wtip_1p20000,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000.vsp3,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000_deflection.csv,vv_0p00200_wtip_1p20000\vv_0p00200_wtip_1p20000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.03671425656194568,0.03671425656194568,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0036714256561945677,-0.021035719489599754,-0.02839822131095967,0.4207143897919951,-0.00025882817660335847,23.69832958830393,gliding,True,0.13666775233932485,-0.6722898830585154,0.06705090260122928,0.10622608496676915,6.086306342793954,5.9691928,-0.1345568,-0.0113288,-0.0557565,-0.2785951,0.089213,-0.07725409993911954,-0.27859510000000065,0.08921299999999965,-0.7750356,0.2239978,-0.0876625,-0.0080651,0.0017395,-0.0034797,0.0221262,0.022126200000000353,0.00362284032432,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007215577039890828,0.7370430863746751,-0.09830795617613075,-0.1327157408377765,-0.024217937251842406,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,7.532463283999539e-10,2.9487400973801217e-19,4,10.0,0.08726646259971647,0.0,0.00387771455580164,0.13666775233932485,-0.008904145895854474,0.06705090260122928,-0.011373310048878382,-0.6722898830585154,0.0,9.906680417365003,1.3624270107986693,0.03841547140120873,0.0005970231300919546,0.005843639557441866,0.06679310578004567,0.0008059812256241387,0.00018261373617005833,0.09017069280306166,61.25,149.14042335079117,0.24521576493462624,-0.24521576493462624,0.24521576493462624,0.8911799236565853,0.021811746909280956,-0.014670497349635802,-5.0984284068883445e-12,1.6905124218882794e-14,-4.560913278994772e-13,-0.016153734738275898,-0.01750539346396101,-0.8912492637741445,-5.0984284068883445e-12,1.6905124218882794e-14,-4.560913278994772e-13,7.532463283999539e-10,1.458836558734894e-10,-3.255372328468326e-11,-5.0984284068883445e-12,1.6905124218882794e-14,-4.560913278994772e-13,0.024521576493462625
vv_0p00200_wtip_1p40000,30,121,0.002,1.4000000000000001,vv_0p00200_wtip_1p40000,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000.vsp3,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000_deflection.csv,vv_0p00200_wtip_1p40000\vv_0p00200_wtip_1p40000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.03437855340100926,0.03437855340100926,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.003437855340100926,-0.01969746015642953,-0.026591571211179863,0.3939492031285906,0.002588504440913799,23.679044968391647,gliding,True,0.11591794609943676,-0.6992597657207001,0.0667953836951701,0.12352188479186298,7.077282676074938,5.9586433,-0.1561889,-0.0141221,-0.0730206,-0.3217084,0.1019101,-0.09450240003016024,-0.32170840000000067,0.10191010000000046,-0.7754717,0.2239928,-0.0875719,-0.0080627,0.001813,-0.003487,0.0222298,0.022229800000000077,0.00442255296491,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007439486182657356,0.7122230914847644,-0.11214511079456928,-0.15139589957266852,-0.03560335154095053,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,4.144964454307251e-10,8.714420388180097e-20,4,10.0,0.08726646259971647,0.0,0.0040370018292589195,0.11591794609943676,-0.01053122134178856,0.0667953836951701,-0.007637068213939266,-0.6992597657207001,0.0,9.932809405290405,1.1565852278885018,0.040098987575270674,0.0007034239677391622,0.005821278453982039,0.0665375171979524,0.0009496223564478691,0.0001819149516869387,0.08982564821723574,61.25,149.7109447808006,0.2453443193045469,-0.2453443193045469,0.2453443193045469,0.8911557701130437,0.021823182067144346,-0.0151542794634753,-4.006666743175402e-12,-5.98976705908083e-14,-3.910986118293991e-13,-0.01632625581247884,-0.017576616617625496,-0.8912289413987785,-4.006666743175402e-12,-5.98976705908083e-14,-3.910986118293991e-13,4.144964454307251e-10,4.852286675257618e-11,-1.0508376028749863e-11,-4.006666743175402e-12,-5.98976705908083e-14,-3.910986118293991e-13,0.024534431930454688
vv_0p00200_wtip_1p60000,31,121,0.002,1.6,vv_0p00200_wtip_1p60000,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000.vsp3,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000_deflection.csv,vv_0p00200_wtip_1p60000\vv_0p00200_wtip_1p60000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.03157373001555108,0.03157373001555108,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.0031573730015551082,-0.01809041473376604,-0.02442205989058416,0.36180829467532083,0.005315981849836849,23.65786640698355,gliding,True,0.10144069346886292,-0.7097600457462215,0.0668234245599602,0.14146416061357311,8.10529935551855,5.9399072,-0.1783138,-0.0163522,-0.0930015,-0.3647576,0.1145275,-0.11446420024690002,-0.3647576000000007,0.11452750000000057,-0.7755253,0.2238869,-0.0874754,-0.0080687,0.0017081,-0.0034781,0.0222692,0.022269199999999854,0.0050998039242400005,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007637779995068539,0.6919009997381561,-0.12306883428545204,-0.16614292628536026,-0.03207265035704318,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,2.5191497081855263e-10,3.1915941455444184e-20,4,10.0,0.08726646259971647,0.0,0.004344576613607145,0.10144069346886292,-0.01151385422270958,0.0668234245599602,-0.006320336380787442,-0.7097600457462215,0.0,9.94849914220465,1.0126680854635652,0.04322228865927235,0.0007693781695209035,0.0058236591612747576,0.06656472880682575,0.0010386605288532197,0.00018198934878983617,0.08986238388921476,61.25,149.64812213458276,0.24585198774156844,-0.24585198774156844,0.24585198774156844,0.8911535320302948,0.02186833893645173,-0.01532121513980578,-3.06753429081541e-12,-8.862938052738023e-14,-3.1715949311283964e-13,-0.016332526583122408,-0.01745699031295802,-0.8912329008715367,-3.06753429081541e-12,-8.862938052738023e-14,-3.1715949311283964e-13,2.5191497081855263e-10,1.898117440498043e-11,-9.629094699722907e-13,-3.06753429081541e-12,-8.862938052738023e-14,-3.1715949311283964e-13,0.024585198774156845
vv_0p00200_wtip_1p80000,32,121,0.002,1.8,vv_0p00200_wtip_1p80000,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000.vsp3,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000_deflection.csv,vv_0p00200_wtip_1p80000\vv_0p00200_wtip_1p80000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.028753913055439072,0.028753913055439072,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.002875391305543907,-0.016474778625627764,-0.02224095114459748,0.3294955725125553,0.0069916499678582536,23.627582261829577,gliding,True,0.09006211169540897,-0.7222686135286108,0.06676163974253548,0.1587570165351383,9.096107015552048,5.9187958,-0.1994,-0.0189465,-0.1148447,-0.4076699,0.126994,-0.1362806999075893,-0.4076698999999992,0.12699399999999922,-0.7757844,0.2237041,-0.0872701,-0.0080252,0.0017596,-0.0034816,0.0223815,0.022381499999999374,0.00583863461065,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.0007854909297641199,0.6690567155038737,-0.13437975161277385,-0.1814126646772447,-0.040619756846499794,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.626860516797626e-10,1.3282274549370384e-20,4,10.0,0.08726646259971647,0.0,0.00476143071422899,0.09006211169540897,-0.012067623281895366,0.06676163974253548,-0.007097987350302455,-0.7222686135286108,0.0,9.95935858933456,0.8994040933739629,0.04742115424699837,0.0008056347639952923,0.005818236625385352,0.06650274893799624,0.0010876069313936446,0.00018181989454329225,0.08977871106629491,61.25,149.78661456735844,0.24580265736846074,-0.24580265736846074,0.24580265736846074,0.8911459763098691,0.021863951128563763,-0.015543901433214338,-1.848471679541386e-12,-7.246488836504944e-14,-1.953875429505647e-13,-0.016133970147079922,-0.017447357024482253,-0.891232899451171,-1.848471679541386e-12,-7.246488836504944e-14,-1.953875429505647e-13,1.626860516797626e-10,9.468154353261218e-12,2.16597916221546e-12,-1.848471679541386e-12,-7.246488836504944e-14,-1.953875429505647e-13,0.024580265736846078
vv_0p00200_wtip_2p00000,33,121,0.002,2.0,vv_0p00200_wtip_2p00000,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000.vsp3,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000_deflection.csv,vv_0p00200_wtip_2p00000\vv_0p00200_wtip_2p00000.stab,True,True,,True,,False,target_delta_phi_not_reached,False,0.08726646259971647,5.0,True,False,0.0,0.02595149950759918,0.02595149950759918,0.0,10.0,,,-0.17453292519943295,10.0,27.0,,,,target_delta_phi_not_reached,0.002595149950759918,-0.01486911393821267,-0.020073303816587108,0.29738227876425344,0.008837169527586897,23.60142970014369,gliding,True,0.08073188908917725,-0.7287038907591918,0.06680995945790424,0.17763912024682774,10.17797186656016,5.8961791,-0.2222635,-0.0212866,-0.1400685,-0.450479,0.1393637,-0.16148010001152505,-0.4504789999999994,0.13936370000000078,-0.7759802,0.2234417,-0.0870596,-0.0081192,0.0017195,-0.0034831,0.0224349,0.022434900000000806,0.0065609159004199995,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,-0.000808351003865695,0.6488960765471695,-0.1444389832214481,-0.19499262734895495,-0.039401798586055116,0.08726646259971647,5.0,0.0,10.0,`gtol` termination condition is satisfied.,1.0840677370647849e-10,5.894128040341161e-21,4,10.0,0.08726646259971647,0.0,0.005269047244042744,0.08073188908917725,-0.012428885158122464,0.06680995945790424,-0.005809068328236301,-0.7287038907591918,0.0,9.967291144561361,0.8064422079333999,0.0525186139590112,0.0008303519347307322,0.005822421894870774,0.06655058678711577,0.0011209751118864883,0.0001819506842147117,0.0898432921626063,61.25,149.67828271622918,0.24647449218890954,-0.24647449218890954,0.24647449218890954,0.8911458092093845,0.0219237103570731,-0.015639324198773914,-1.0272596575461312e-12,-4.89351397944815e-14,-1.1073000155681356e-13,-0.015895329160181458,-0.01735640668656299,-0.891241933745537,-1.0272596575461312e-12,-4.89351397944815e-14,-1.1073000155681356e-13,1.0840677370647849e-10,4.752361165214295e-12,3.545791929156906e-12,-1.0272596575461312e-12,-4.89351397944815e-14,-1.1073000155681356e-13,0.024647449218890952
