case,case_index,case_count,Vv,tip_deflection,case_dir,vsp3_path,stab_path,passed,vspaero_passed,vtail_input_vsp3_path,vtail_output_vsp3_path,vtail_vtail_name,vtail_wing_reference_source,vtail_vv_target,vtail_vv_actual,vtail_xcg,vtail_lv_original,vtail_lv_actual,vtail_wing_area,vtail_wing_span,vtail_wing_section_area,vtail_wing_section_span,vtail_vtail_area_scale_mode,vtail_area_ratio,vtail_span_scale,vtail_chord_scale,vtail_scale,vtail_area_before,vtail_area_target,vtail_area_after,vtail_span_before,vtail_span_after,vtail_aspect_ratio_before,vtail_aspect_ratio_after,vtail_x_ac_original,vtail_x_ac_target,vtail_x_ac_before_shift,vtail_x_ac_after,vtail_x_shift,vtail_x_location_original,vtail_x_location_before_shift,vtail_x_location_after,deflection_csv_path,wing_dihedral_update_count,vspaero_wall_elapsed_s,vspaero_read_vsp3_elapsed_s,vspaero_compute_geometry_elapsed_s,vspaero_compute_geometry_analysis_duration_s,vspaero_vspaero_sweep_elapsed_s,vspaero_vspaero_sweep_analysis_duration_s,vspaero_result_extraction_elapsed_s,vspaero_total_elapsed_s,elapsed_s
vv_0p00400_wtip_0p40000,69,121,0.004,0.4,vv_0p00400_wtip_0p40000,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000.vsp3,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_0p40000\vv_0p00400_wtip_0p40000_deflection.csv,4,234.99749390000943,0.21646520000649616,0.3547346999985166,0.354,234.42170669999905,234.421,0.0007804000051692128,234.99658759997692,235.55323200003477
vv_0p00400_wtip_0p60000,70,121,0.004,0.6000000000000001,vv_0p00400_wtip_0p60000,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000.vsp3,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_0p60000\vv_0p00400_wtip_0p60000_deflection.csv,4,233.91075810004259,0.2003279000055045,0.3340161999803968,0.334,233.37248850002652,233.372,0.0008490000036545098,233.9097819000017,234.4105464000022
vv_0p00400_wtip_0p80000,71,121,0.004,0.8,vv_0p00400_wtip_0p80000,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000.vsp3,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_0p80000\vv_0p00400_wtip_0p80000_deflection.csv,4,222.7871948000393,0.19688379997387528,0.31155919999582693,0.312,222.27475689997664,222.274,0.0008778000483289361,222.78624669997953,223.31706609996036
vv_0p00400_wtip_1p00000,72,121,0.004,1.0,vv_0p00400_wtip_1p00000,vv_0p00400_wtip_1p00000\vv_0p00400_wtip_1p00000.vsp3,vv_0p00400_wtip_1p00000\vv_0p00400_wtip_1p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_1p00000\vv_0p00400_wtip_1p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_1p00000\vv_0p00400_wtip_1p00000_deflection.csv,4,206.9855252999696,0.18330340000102296,0.3056272999965586,0.305,206.4925043999683,206.492,0.0007971000159159303,206.9847088000388,207.5451903999783
vv_0p00400_wtip_1p20000,73,121,0.004,1.2000000000000002,vv_0p00400_wtip_1p20000,vv_0p00400_wtip_1p20000\vv_0p00400_wtip_1p20000.vsp3,vv_0p00400_wtip_1p20000\vv_0p00400_wtip_1p20000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_1p20000\vv_0p00400_wtip_1p20000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_1p20000\vv_0p00400_wtip_1p20000_deflection.csv,4,210.0507551000337,0.18048660003114492,0.3184612999903038,0.318,209.54817449999973,209.548,0.0007970000151544809,210.04993700003251,210.52788120001787
vv_0p00400_wtip_1p40000,74,121,0.004,1.4000000000000001,vv_0p00400_wtip_1p40000,vv_0p00400_wtip_1p40000\vv_0p00400_wtip_1p40000.vsp3,vv_0p00400_wtip_1p40000\vv_0p00400_wtip_1p40000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_1p40000\vv_0p00400_wtip_1p40000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_1p40000\vv_0p00400_wtip_1p40000_deflection.csv,4,209.08287939999718,0.21703409997280687,0.31727360002696514,0.317,208.5441025000182,208.544,0.000770099984947592,209.08182780002244,209.62159729999257
vv_0p00400_wtip_1p60000,75,121,0.004,1.6,vv_0p00400_wtip_1p60000,vv_0p00400_wtip_1p60000\vv_0p00400_wtip_1p60000.vsp3,vv_0p00400_wtip_1p60000\vv_0p00400_wtip_1p60000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_1p60000\vv_0p00400_wtip_1p60000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_1p60000\vv_0p00400_wtip_1p60000_deflection.csv,4,204.44441410002764,0.18474840000271797,0.35163980000652373,0.352,203.9036594000063,203.903,0.0007735000108368695,204.44346520002,204.94587900000624
vv_0p00400_wtip_1p80000,76,121,0.004,1.8,vv_0p00400_wtip_1p80000,vv_0p00400_wtip_1p80000\vv_0p00400_wtip_1p80000.vsp3,vv_0p00400_wtip_1p80000\vv_0p00400_wtip_1p80000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_1p80000\vv_0p00400_wtip_1p80000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_1p80000\vv_0p00400_wtip_1p80000_deflection.csv,4,214.1210653000162,0.1898209999781102,0.3152606000076048,0.315,213.61200230004033,213.612,0.0008475999929942191,214.12022349995095,214.62077079998562
vv_0p00400_wtip_2p00000,77,121,0.004,2.0,vv_0p00400_wtip_2p00000,vv_0p00400_wtip_2p00000\vv_0p00400_wtip_2p00000.vsp3,vv_0p00400_wtip_2p00000\vv_0p00400_wtip_2p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00400_wtip_2p00000\vv_0p00400_wtip_2p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.004,0.004000000000000001,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.0764119601328908,1.0375027518676232,1.0375027518676232,1.0375027518676232,0.4,0.4305647840531563,0.4305647840531564,0.8,0.8300022014940986,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.923438119170215,5.914999999999999,-0.008438119170215863,5.6899999999999995,5.6899999999999995,5.681561880829784,vv_0p00400_wtip_2p00000\vv_0p00400_wtip_2p00000_deflection.csv,4,211.1835763999843,0.23436359997140244,0.35677459998987615,0.356,210.58768019999843,210.587,0.0007639999967068434,211.18213209998794,211.76593509997474
vv_0p00450_wtip_0p00000,78,121,0.0045000000000000005,0.0,vv_0p00450_wtip_0p00000,vv_0p00450_wtip_0p00000\vv_0p00450_wtip_0p00000.vsp3,vv_0p00450_wtip_0p00000\vv_0p00450_wtip_0p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_0p00000\vv_0p00450_wtip_0p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_0p00000\vv_0p00450_wtip_0p00000_deflection.csv,4,236.31619039998623,0.22196639998583123,0.3216268999967724,0.322,235.76836290000938,235.767,0.0007816999568603933,236.31542639998952,236.8175224000006
vv_0p00450_wtip_0p20000,79,121,0.0045000000000000005,0.2,vv_0p00450_wtip_0p20000,vv_0p00450_wtip_0p20000\vv_0p00450_wtip_0p20000.vsp3,vv_0p00450_wtip_0p20000\vv_0p00450_wtip_0p20000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_0p20000\vv_0p00450_wtip_0p20000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_0p20000\vv_0p00450_wtip_0p20000_deflection.csv,4,237.43143050000072,0.2140143000287935,0.3495166999637149,0.35,236.8639378999942,236.864,0.0007788999937474728,237.43051370000467,237.98607669997727
vv_0p00450_wtip_0p40000,80,121,0.0045000000000000005,0.4,vv_0p00450_wtip_0p40000,vv_0p00450_wtip_0p40000\vv_0p00450_wtip_0p40000.vsp3,vv_0p00450_wtip_0p40000\vv_0p00450_wtip_0p40000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_0p40000\vv_0p00450_wtip_0p40000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_0p40000\vv_0p00450_wtip_0p40000_deflection.csv,4,240.52531599998474,0.20594479999272153,0.3588661000248976,0.358,239.95627100003185,239.956,0.0007570000016130507,240.52427950000856,241.0690528000123
vv_0p00450_wtip_0p60000,81,121,0.0045000000000000005,0.6000000000000001,vv_0p00450_wtip_0p60000,vv_0p00450_wtip_0p60000\vv_0p00450_wtip_0p60000.vsp3,vv_0p00450_wtip_0p60000\vv_0p00450_wtip_0p60000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_0p60000\vv_0p00450_wtip_0p60000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_0p60000\vv_0p00450_wtip_0p60000_deflection.csv,4,232.5878939999966,0.18533240002579987,0.3572323000407778,0.357,232.0412908999715,232.041,0.0007825000211596489,232.58680389996152,233.18768179998733
vv_0p00450_wtip_0p80000,82,121,0.0045000000000000005,0.8,vv_0p00450_wtip_0p80000,vv_0p00450_wtip_0p80000\vv_0p00450_wtip_0p80000.vsp3,vv_0p00450_wtip_0p80000\vv_0p00450_wtip_0p80000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_0p80000\vv_0p00450_wtip_0p80000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_0p80000\vv_0p00450_wtip_0p80000_deflection.csv,4,230.62598429998616,0.19186920003267005,0.363174700003583,0.363,230.0666391000268,230.067,0.0011875000200234354,230.62495689996285,231.14514249999775
vv_0p00450_wtip_1p00000,83,121,0.0045000000000000005,1.0,vv_0p00450_wtip_1p00000,vv_0p00450_wtip_1p00000\vv_0p00450_wtip_1p00000.vsp3,vv_0p00450_wtip_1p00000\vv_0p00450_wtip_1p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_1p00000\vv_0p00450_wtip_1p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_1p00000\vv_0p00450_wtip_1p00000_deflection.csv,4,219.59793059999356,0.17388339998433366,0.3134766999864951,0.313,219.10683699999936,219.107,0.0008206000202335417,219.59706800000276,220.10638189996826
vv_0p00450_wtip_1p20000,84,121,0.0045000000000000005,1.2000000000000002,vv_0p00450_wtip_1p20000,vv_0p00450_wtip_1p20000\vv_0p00450_wtip_1p20000.vsp3,vv_0p00450_wtip_1p20000\vv_0p00450_wtip_1p20000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_1p20000\vv_0p00450_wtip_1p20000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_1p20000\vv_0p00450_wtip_1p20000_deflection.csv,4,206.61431269999593,0.1802655999781564,0.3495124999899417,0.349,206.0807418000186,206.081,0.0008693999843671918,206.61348519998137,207.13014879997354
vv_0p00450_wtip_1p40000,85,121,0.0045000000000000005,1.4000000000000001,vv_0p00450_wtip_1p40000,vv_0p00450_wtip_1p40000\vv_0p00450_wtip_1p40000.vsp3,vv_0p00450_wtip_1p40000\vv_0p00450_wtip_1p40000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_1p40000\vv_0p00450_wtip_1p40000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_1p40000\vv_0p00450_wtip_1p40000_deflection.csv,4,210.39494120003656,0.21377919998485595,0.3258744000340812,0.326,209.8510370000149,209.851,0.0010784000041894615,210.39408679999178,210.93979289999697
vv_0p00450_wtip_1p60000,86,121,0.0045000000000000005,1.6,vv_0p00450_wtip_1p60000,vv_0p00450_wtip_1p60000\vv_0p00450_wtip_1p60000.vsp3,vv_0p00450_wtip_1p60000\vv_0p00450_wtip_1p60000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_1p60000\vv_0p00450_wtip_1p60000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_1p60000\vv_0p00450_wtip_1p60000_deflection.csv,4,206.03893929999322,0.20346200000494719,0.3733057000208646,0.373,205.45819560001837,205.458,0.0007874000002630055,206.03800149995368,206.54961510002613
vv_0p00450_wtip_1p80000,87,121,0.0045000000000000005,1.8,vv_0p00450_wtip_1p80000,vv_0p00450_wtip_1p80000\vv_0p00450_wtip_1p80000.vsp3,vv_0p00450_wtip_1p80000\vv_0p00450_wtip_1p80000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_1p80000\vv_0p00450_wtip_1p80000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_1p80000\vv_0p00450_wtip_1p80000_deflection.csv,4,209.43192750000162,0.205954400007613,0.3620775999734178,0.362,208.8598495000042,208.859,0.0008361999643966556,209.4311267999583,209.96106670005247
vv_0p00450_wtip_2p00000,88,121,0.0045000000000000005,2.0,vv_0p00450_wtip_2p00000,vv_0p00450_wtip_2p00000\vv_0p00450_wtip_2p00000.vsp3,vv_0p00450_wtip_2p00000\vv_0p00450_wtip_2p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00450_wtip_2p00000\vv_0p00450_wtip_2p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0045000000000000005,0.0045000000000000005,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.210963455149502,1.1004378470179503,1.1004378470179503,1.1004378470179503,0.4,0.48438538205980086,0.4843853820598008,0.8,0.8803502776143604,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.9375985155790385,5.914999999999999,-0.022598515579039358,5.6899999999999995,5.6899999999999995,5.66740148442096,vv_0p00450_wtip_2p00000\vv_0p00450_wtip_2p00000_deflection.csv,4,217.52798929996789,0.20219370000995696,0.30655079998541623,0.306,217.01545929996064,217.016,0.0007869999972172081,217.52717930002837,218.07414820004487
vv_0p00500_wtip_0p00000,89,121,0.005,0.0,vv_0p00500_wtip_0p00000,vv_0p00500_wtip_0p00000\vv_0p00500_wtip_0p00000.vsp3,vv_0p00500_wtip_0p00000\vv_0p00500_wtip_0p00000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00500_wtip_0p00000\vv_0p00500_wtip_0p00000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.005,0.004999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.345514950166113,1.1599633400095508,1.1599633400095508,1.1599633400095508,0.4,0.5382059800664453,0.5382059800664452,0.8,0.9279706720076407,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.950991751502149,5.914999999999999,-0.035991751502149505,5.6899999999999995,5.6899999999999995,5.65400824849785,vv_0p00500_wtip_0p00000\vv_0p00500_wtip_0p00000_deflection.csv,4,234.44458619999932,0.19082940003136173,0.3312679000082426,0.33,233.91846399998758,233.919,0.0009544999920763075,234.44364420004422,234.94836610002676
vv_0p00500_wtip_0p20000,90,121,0.005,0.2,vv_0p00500_wtip_0p20000,vv_0p00500_wtip_0p20000\vv_0p00500_wtip_0p20000.vsp3,vv_0p00500_wtip_0p20000\vv_0p00500_wtip_0p20000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00500_wtip_0p20000\vv_0p00500_wtip_0p20000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.005,0.004999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.345514950166113,1.1599633400095508,1.1599633400095508,1.1599633400095508,0.4,0.5382059800664453,0.5382059800664452,0.8,0.9279706720076407,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.950991751502149,5.914999999999999,-0.035991751502149505,5.6899999999999995,5.6899999999999995,5.65400824849785,vv_0p00500_wtip_0p20000\vv_0p00500_wtip_0p20000_deflection.csv,4,247.72828680003295,0.18694390001473948,0.3258377000456676,0.325,247.21055289998185,247.21,0.0008218999719247222,247.7272343999939,248.24717320001218
vv_0p00500_wtip_0p40000,91,121,0.005,0.4,vv_0p00500_wtip_0p40000,vv_0p00500_wtip_0p40000\vv_0p00500_wtip_0p40000.vsp3,vv_0p00500_wtip_0p40000\vv_0p00500_wtip_0p40000.stab,True,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_0p00500_wtip_0p40000\vv_0p00500_wtip_0p40000_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.005,0.004999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,1.345514950166113,1.1599633400095508,1.1599633400095508,1.1599633400095508,0.4,0.5382059800664453,0.5382059800664452,0.8,0.9279706720076407,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.950991751502149,5.914999999999999,-0.035991751502149505,5.6899999999999995,5.6899999999999995,5.65400824849785,vv_0p00500_wtip_0p40000\vv_0p00500_wtip_0p40000_deflection.csv,4,234.38014230004046,0.18934109999099746,0.3267140999669209,0.327,233.8603257999639,233.86,0.0007959000067785382,234.37936640001135,234.91484810004476
