case,case_index,case_count,Vv,tip_deflection,case_dir,passed,vtail_input_vsp3_path,vtail_output_vsp3_path,vtail_vtail_name,vtail_wing_reference_source,vtail_vv_target,vtail_vv_actual,vtail_xcg,vtail_lv_original,vtail_lv_actual,vtail_wing_area,vtail_wing_span,vtail_wing_section_area,vtail_wing_section_span,vtail_vtail_area_scale_mode,vtail_area_ratio,vtail_span_scale,vtail_chord_scale,vtail_scale,vtail_area_before,vtail_area_target,vtail_area_after,vtail_span_before,vtail_span_after,vtail_aspect_ratio_before,vtail_aspect_ratio_after,vtail_x_ac_original,vtail_x_ac_target,vtail_x_ac_before_shift,vtail_x_ac_after,vtail_x_shift,vtail_x_location_original,vtail_x_location_before_shift,vtail_x_location_after,vsp3_path,wing_dihedral_update_count,stab_path,vspaero_passed,vspaero_wall_elapsed_s,vspaero_read_vsp3_elapsed_s,vspaero_compute_geometry_elapsed_s,vspaero_compute_geometry_analysis_duration_s,vspaero_vspaero_sweep_elapsed_s,vspaero_vspaero_sweep_analysis_duration_s,vspaero_result_extraction_elapsed_s,vspaero_total_elapsed_s,Gamma_eff_rad,Gamma_eff_deg,CL_alpha,Cl_beta,Cn_beta,CY_beta,CY_p,CY_r,Cl_p,Cl_r,Cn_p,Cn_r,Cl_delta_r,Cn_delta_r,CY_delta_r,spiral_margin,beta_per_delta_r_yaw_static,delta_r_per_beta_yaw_static,p_hat_per_delta_r_beta_only,control_column_delta_a,control_column_delta_e,control_column_delta_r,control_groups,Sref,Bref,Cref,Xcg,Ycg,Zcg,AoA_deg,Beta_deg,Mach,Rho,Vinf,turn_trim_mode,turn_trim_passed,coupled_gain_matrix_det,coupled_gain_solved,beta_per_delta_r_coupled,p_hat_per_delta_r_coupled,r_hat_per_delta_r_coupled,elapsed_s
vv_0p00150_wtip_0p87500,11,42,0.0015,0.875,vv_gamma_cases\vv_0p00150_wtip_0p87500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00150_wtip_0p87500\vv_0p00150_wtip_0p87500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0015,0.0014999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.403654485049834,0.6353380872022658,0.6353380872022658,0.6353380872022658,0.4,0.1614617940199336,0.16146179401993357,0.8,0.5082704697618127,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.83295106962051,5.914999999999999,0.08204893037948935,5.6899999999999995,5.6899999999999995,5.772048930379489,vv_gamma_cases\vv_0p00150_wtip_0p87500\vv_0p00150_wtip_0p87500.vsp3,4,vv_gamma_cases\vv_0p00150_wtip_0p87500\vv_0p00150_wtip_0p87500.stab,True,219.06110940000508,0.14826250000623986,0.26921189995482564,0.269,218.64026969997212,218.64,0.000804100011009723,219.0603702000226,0.07788959709584226,4.462745181566195,5.9907848,-0.0990198,-0.008381,-0.0272398,-0.2085286,0.0663528,-0.7745413,0.224027,-0.0877133,-0.0076649,0.002095,-0.0025817,0.0169286,0.0026365471520200003,-0.30804199976136504,-3.2463105705542854,0.04208588645688799,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-1.6144240515706421e-06,True,251.1947953522524,-25.90577528975648,21.45308612973034,219.54362439998658
vv_0p00150_wtip_1p12500,12,42,0.0015,1.125,vv_gamma_cases\vv_0p00150_wtip_1p12500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00150_wtip_1p12500\vv_0p00150_wtip_1p12500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0015,0.0014999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.403654485049834,0.6353380872022658,0.6353380872022658,0.6353380872022658,0.4,0.1614617940199336,0.16146179401993357,0.8,0.5082704697618127,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.83295106962051,5.914999999999999,0.08204893037948935,5.6899999999999995,5.6899999999999995,5.772048930379489,vv_gamma_cases\vv_0p00150_wtip_1p12500\vv_0p00150_wtip_1p12500.vsp3,4,vv_gamma_cases\vv_0p00150_wtip_1p12500\vv_0p00150_wtip_1p12500.stab,True,192.70353140000952,0.14868889999343082,0.2811545000295155,0.281,192.27020610001637,192.27,0.0007973000174388289,192.70274400000926,0.10029620144391727,5.746549043930372,5.9734823,-0.1271367,-0.0112711,-0.0439361,-0.2625298,0.0822655,-0.7752411,0.2241922,-0.0876587,-0.0076353,0.0020273,-0.0025794,0.0170366,0.00349761955093,-0.2288507776525805,-4.369659610762192,0.040145746482201254,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-7.288725019132503e-06,True,55.46693024137036,-7.608638438205017,5.135441543825751,193.17667650000658
vv_0p00150_wtip_1p37500,13,42,0.0015,1.375,vv_gamma_cases\vv_0p00150_wtip_1p37500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00150_wtip_1p37500\vv_0p00150_wtip_1p37500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0015,0.0014999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.403654485049834,0.6353380872022658,0.6353380872022658,0.6353380872022658,0.4,0.1614617940199336,0.16146179401993357,0.8,0.5082704697618127,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.83295106962051,5.914999999999999,0.08204893037948935,5.6899999999999995,5.6899999999999995,5.772048930379489,vv_gamma_cases\vv_0p00150_wtip_1p37500\vv_0p00150_wtip_1p37500.vsp3,4,vv_gamma_cases\vv_0p00150_wtip_1p37500\vv_0p00150_wtip_1p37500.stab,True,188.9981245000381,0.14692590001504868,0.2761373999528587,0.276,188.57159719994524,188.572,0.0008622999885119498,188.99729440000374,0.1220970558000487,6.9956459883161,5.9569661,-0.1543438,-0.0145618,-0.0643934,-0.3164179,0.0980509,-0.7753791,0.2242262,-0.0875646,-0.007634,0.0020593,-0.0025793,0.0171962,0.004443397648359999,-0.1771278276037303,-5.645640290001163,0.03791420480395284,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-2.142887632801675e-05,True,18.837768716662826,-3.2976403253555198,1.5542881235689385,189.4590836999705
vv_0p00150_wtip_1p62500,14,42,0.0015,1.625,vv_gamma_cases\vv_0p00150_wtip_1p62500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00150_wtip_1p62500\vv_0p00150_wtip_1p62500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0015,0.0014999999999999998,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.403654485049834,0.6353380872022658,0.6353380872022658,0.6353380872022658,0.4,0.1614617940199336,0.16146179401993357,0.8,0.5082704697618127,1.6000000000000003,1.6,5.914999999999999,5.914999999999999,5.83295106962051,5.914999999999999,0.08204893037948935,5.6899999999999995,5.6899999999999995,5.772048930379489,vv_gamma_cases\vv_0p00150_wtip_1p62500\vv_0p00150_wtip_1p62500.vsp3,4,vv_gamma_cases\vv_0p00150_wtip_1p62500\vv_0p00150_wtip_1p62500.stab,True,180.25258100003703,0.14712989999679849,0.2634569000219926,0.263,179.83851819997653,179.839,0.0008262000046670437,180.25183779996587,0.144211296385936,8.262698641024354,5.9390174,-0.1817493,-0.0178145,-0.08937,-0.370226,0.1138406,-0.7755272,0.2241059,-0.0874153,-0.0076449,0.0020444,-0.0025762,0.0173209,0.00538178977912,-0.14461253473294225,-6.915029888983775,0.036526928983197426,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-5.228226119409703e-05,True,7.692594328951803,-1.64432200107674,0.5393110894336957,180.71306919999188
vv_0p00250_wtip_0p12500,15,42,0.0025,0.125,vv_gamma_cases\vv_0p00250_wtip_0p12500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_0p12500\vv_0p00250_wtip_0p12500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_0p12500\vv_0p00250_wtip_0p12500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_0p12500\vv_0p00250_wtip_0p12500.stab,True,210.16399000003003,0.14947820000816137,0.2720108000212349,0.272,209.73873189999722,209.739,0.0009078000439330935,210.16315210005268,0.013014237835033369,0.7456609015268857,5.9992243,-0.0165681,0.0041502,-0.0182473,-0.0461839,0.0243814,-0.7718056,0.2226741,-0.0876853,-0.0086341,0.0021018,-0.0047645,0.0284675,-0.00078109141761,1.1480169630379258,0.8710672683387555,-0.021920882467435655,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.00040043606180391637,True,1.746964126731142,0.01228584359833241,0.16312790413438893,210.63491150003392
vv_0p00250_wtip_0p37500,16,42,0.0025,0.375,vv_gamma_cases\vv_0p00250_wtip_0p37500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_0p37500\vv_0p00250_wtip_0p37500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_0p37500\vv_0p00250_wtip_0p37500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_0p37500\vv_0p00250_wtip_0p37500.stab,True,222.81334699998843,0.1500559999840334,0.29036749998340383,0.29,222.36864990001777,222.368,0.0009648000122979283,222.8125203999807,0.03306645967446749,1.894568582786517,5.9991985,-0.0420959,0.0006201,-0.022252,-0.1001627,0.0401835,-0.7728011,0.2232733,-0.0877822,-0.0086421,0.0022118,-0.0047625,0.028579,0.00022534520406,7.680212868892116,0.1302047244094488,-0.4154932917507436,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0003944224874994762,True,1.7744848992220321,-0.05495447278667238,0.13444447611828308,223.30710589996306
vv_0p00250_wtip_0p62500,17,42,0.0025,0.625,vv_gamma_cases\vv_0p00250_wtip_0p62500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_0p62500\vv_0p00250_wtip_0p62500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_0p62500\vv_0p00250_wtip_0p62500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_0p62500\vv_0p00250_wtip_0p62500.stab,True,215.12534739996772,0.16804789996240288,0.32527530001243576,0.325,214.62790969997877,214.628,0.0008649000083096325,215.1243567999918,0.05554304683149583,3.1823821647421906,5.9922027,-0.0706277,-0.0030465,-0.0308309,-0.1541876,0.0561105,-0.7737316,0.2237067,-0.0878327,-0.0086444,0.0020669,-0.0047607,0.0286569,0.00129205655143,-1.562678483505662,-0.6399269015060811,0.1453156199507592,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0003969658421684442,True,1.7616833441070772,-0.12618375370436657,0.11052143308584833,215.5983931000228
vv_0p00250_wtip_0p87500,18,42,0.0025,0.875,vv_gamma_cases\vv_0p00250_wtip_0p87500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_0p87500\vv_0p00250_wtip_0p87500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_0p87500\vv_0p00250_wtip_0p87500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_0p87500\vv_0p00250_wtip_0p87500.stab,True,213.5062260000268,0.150852799997665,0.2879240000038408,0.288,213.0638036999735,213.063,0.0008849999867379665,213.50541189999785,0.07763548088594058,4.448185395232969,5.9880202,-0.0986512,-0.0053851,-0.0429392,-0.2082274,0.0720397,-0.7745653,0.2240044,-0.0877796,-0.0087066,0.0022564,-0.0047592,0.0288687,0.00206520263236,-0.8837718891014094,-1.131513699781476,0.11547323045083605,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0003805104209961749,True,1.8406819517642559,-0.18358183406003575,0.1657689089438607,213.98988269997062
vv_0p00250_wtip_1p12500,19,42,0.0025,1.125,vv_gamma_cases\vv_0p00250_wtip_1p12500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_1p12500\vv_0p00250_wtip_1p12500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_1p12500\vv_0p00250_wtip_1p12500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_1p12500\vv_0p00250_wtip_1p12500.stab,True,191.98606049997034,0.15271160000702366,0.2938074000412598,0.293,191.53561939997599,191.536,0.000937500037252903,191.9851064000395,0.0999474732080625,5.726568387818852,5.9784448,-0.1267999,-0.0083157,-0.0597769,-0.2622268,0.0879362,-0.7752557,0.2241945,-0.0877245,-0.0086744,0.0022717,-0.0047529,0.0289478,0.00296424725621,-0.5715574154911793,-1.7496055040080793,0.09641350992780832,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.00038909246787991055,True,1.790596927161315,-0.24073906614884164,0.1701267339733824,192.45307980000507
vv_0p00250_wtip_1p37500,20,42,0.0025,1.375,vv_gamma_cases\vv_0p00250_wtip_1p37500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_1p37500\vv_0p00250_wtip_1p37500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_1p37500\vv_0p00250_wtip_1p37500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_1p37500\vv_0p00250_wtip_1p37500.stab,True,189.87350499996683,0.15061840001726523,0.31381630001123995,0.313,189.40538009995362,189.405,0.0008335000020451844,189.87258329999167,0.12260084698206195,7.0245110968013655,5.9591091,-0.1550364,-0.0117724,-0.0805121,-0.31611,0.1036633,-0.7753997,0.2241919,-0.0876332,-0.0086658,0.0021335,-0.0047439,0.0290423,0.00398279115868,-0.4029679589548435,-2.481586879993255,0.08332244863095342,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.00040165785123642605,True,1.7312908444668942,-0.301160263552318,0.14612491293717036,190.37969989998965
vv_0p00250_wtip_1p62500,21,42,0.0025,1.625,vv_gamma_cases\vv_0p00250_wtip_1p62500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00250_wtip_1p62500\vv_0p00250_wtip_1p62500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0025,0.0024999999999999996,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.6727574750830565,0.8202179436485504,0.8202179436485504,0.8202179436485504,0.4,0.26910299003322263,0.26910299003322263,0.8,0.6561743549188404,1.6000000000000003,1.6000000000000003,5.914999999999999,5.914999999999999,5.874549037320923,5.914999999999999,0.040450962679075886,5.6899999999999995,5.6899999999999995,5.730450962679075,vv_gamma_cases\vv_0p00250_wtip_1p62500\vv_0p00250_wtip_1p62500.vsp3,4,vv_gamma_cases\vv_0p00250_wtip_1p62500\vv_0p00250_wtip_1p62500.stab,True,181.24802060000366,0.16037160000996664,0.28647420002380386,0.286,180.79753560002428,180.797,0.0009329000022262335,181.2471716,0.1448537257607861,8.299507132838492,5.9361431,-0.1824706,-0.0148881,-0.1053506,-0.3699301,0.1194549,-0.7755669,0.2240729,-0.0874818,-0.0086755,0.0020651,-0.0047422,0.0291495,0.00491904343279,-0.31852284710607803,-3.1394922188014,0.07760278968217227,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.00042672666893311495,True,1.6241410326869958,-0.34309351006847183,0.12585599911944848,181.70580309996149
vv_0p00350_wtip_0p12500,22,42,0.0035,0.125,vv_gamma_cases\vv_0p00350_wtip_0p12500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00350_wtip_0p12500\vv_0p00350_wtip_0p12500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0035,0.0035,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.9418604651162793,0.9704949588309458,0.9704949588309458,0.9704949588309458,0.4,0.3767441860465117,0.3767441860465117,0.8,0.7763959670647567,1.6000000000000003,1.5999999999999999,5.914999999999999,5.914999999999999,5.908361365736963,5.914999999999999,0.006638634263036458,5.6899999999999995,5.6899999999999995,5.696638634263036,vv_gamma_cases\vv_0p00350_wtip_0p12500\vv_0p00350_wtip_0p12500.vsp3,4,vv_gamma_cases\vv_0p00350_wtip_0p12500\vv_0p00350_wtip_0p12500.stab,True,228.47207449999405,0.15352450002683327,0.26615270000183955,0.266,228.04881720000412,228.048,0.000882200023625046,228.47125559998676,0.01324929196016658,0.7591285108541587,5.9991384,-0.0168671,0.0072849,-0.0374735,-0.046002,0.0310537,-0.7718543,0.2227453,-0.0877172,-0.0097334,0.0025607,-0.0070854,0.04216,-0.0014585030048300002,0.97261458633612,1.0281564908120924,-0.01793665914563146,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0008602469182511671,True,1.2033013765527458,0.007456314106270301,0.10545988065080704,228.92628780001542
vv_0p00350_wtip_0p37500,23,42,0.0035,0.375,vv_gamma_cases\vv_0p00350_wtip_0p37500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00350_wtip_0p37500\vv_0p00350_wtip_0p37500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0035,0.0035,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.9418604651162793,0.9704949588309458,0.9704949588309458,0.9704949588309458,0.4,0.3767441860465117,0.3767441860465117,0.8,0.7763959670647567,1.6000000000000003,1.5999999999999999,5.914999999999999,5.914999999999999,5.908361365736963,5.914999999999999,0.006638634263036458,5.6899999999999995,5.6899999999999995,5.696638634263036,vv_gamma_cases\vv_0p00350_wtip_0p37500\vv_0p00350_wtip_0p37500.vsp3,4,vv_gamma_cases\vv_0p00350_wtip_0p37500\vv_0p00350_wtip_0p37500.stab,True,213.02861259999918,0.15371079999022186,0.3451661000144668,0.345,212.52576400002,212.525,0.0012032999657094479,213.02776999998605,0.034827412522579405,1.9954637489048719,5.9991829,-0.0443376,0.0037116,-0.0411748,-0.0999769,0.0468325,-0.7728429,0.2233741,-0.0878157,-0.0097415,0.0025843,-0.0070932,0.0422782,-0.00039716057915999993,1.911089557064339,0.523261715445779,-0.10629433788587024,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0008406898569979932,True,1.2324948778625364,-0.039410108414072595,0.09671552082659417,213.51952279999387
vv_0p00350_wtip_0p62500,24,42,0.0035,0.625,vv_gamma_cases\vv_0p00350_wtip_0p62500,True,C:\Users\mtkbirdman\OneDrive\Documents\OpenVSP\examples\models\BRGlider\BRGlider.0G.vsp3,vv_gamma_cases\vv_0p00350_wtip_0p62500\vv_0p00350_wtip_0p62500_vtail.vsp3,VTailGeom,vspaero_reference_wing,0.0035,0.0035,1.4,4.514999999999999,4.514999999999999,18.0,27.0,9.0,13.5,fixed_aspect_ratio,0.9418604651162793,0.9704949588309458,0.9704949588309458,0.9704949588309458,0.4,0.3767441860465117,0.3767441860465117,0.8,0.7763959670647567,1.6000000000000003,1.5999999999999999,5.914999999999999,5.914999999999999,5.908361365736963,5.914999999999999,0.006638634263036458,5.6899999999999995,5.6899999999999995,5.696638634263036,vv_gamma_cases\vv_0p00350_wtip_0p62500\vv_0p00350_wtip_0p62500.vsp3,4,vv_gamma_cases\vv_0p00350_wtip_0p62500\vv_0p00350_wtip_0p62500.stab,True,221.2026808000519,0.14760319999186322,0.2733165000099689,0.274,220.7783400999615,220.779,0.0008147999760694802,221.2019100000034,0.056275829201782084,3.224367501861186,5.9977884,-0.0716262,3.2e-05,-0.0496312,-0.1540054,0.0627697,-0.7737768,0.2238139,-0.0878655,-0.0097427,0.0025969,-0.0070862,0.0424842,0.0006906705339400001,221.44375000000002,0.004515819480116282,-20.495028315982076,ConGrp_1,ConGrp_2,ConGrp_3,"{'ConGrp_1': 'AILERON_GROUP', 'ConGrp_2': 'ELEVATOR_GROUP', 'ConGrp_3': 'RUDDER_GROUP'}",18.0,27.0,0.625,1.4,0.0,0.0,0.0,0.0,0.0,1.225,10.0,none,,-0.0008472163006327509,True,1.224723269311088,-0.08846317541164438,0.07450216918819155,221.6851362999878
