# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,ZCZWAYJMXW,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,70,17
# x,y,z,u,w
5.850402771256885126e-02, 5.829083957877221472e-02, 6.169026100379432220e-02, 1.075117216399844589e+00, 3.500000000000000000e+00
6.312813583465663736e-02, 7.198093217855422443e-02, 3.361329084594348593e-02, 1.075117216399844589e+00, 3.750000000000000000e+00
6.613145029630576599e-02, 7.501620774860061347e-02, 2.389393260343345045e-03, 1.075117216399844589e+00, 4.000000000000000000e+00
1.060442841848796558e-01, 9.749834488308826985e-02, 5.446002765689034013e-03, 1.114772128952762120e+00, 0.000000000000000000e+00
1.068220041568016393e-01, 9.005887975263740519e-02, -3.401084283956601340e-02, 1.114772128952762120e+00, 2.500000000000000000e-01
1.049059780410088322e-01, 7.073606667025858497e-02, -6.758036104680061051e-02, 1.114772128952762120e+00, 5.000000000000000000e-01
1.021630982741038030e-01, 3.915754412034807425e-02, -9.246129006447106891e-02, 1.114772128952762120e+00, 7.500000000000000000e-01
1.007527046543249122e-01, 1.755501529379254856e-17, -1.023502470842541506e-01, 1.114772128952762120e+00, 1.000000000000000000e+00
1.021630982741038030e-01, -3.915754412034805343e-02, -9.246129006447108278e-02, 1.114772128952762120e+00, 1.250000000000000000e+00
1.049059780410088460e-01, -7.073606667025859884e-02, -6.758036104680062439e-02, 1.114772128952762120e+00, 1.500000000000000000e+00
1.068220041568016393e-01, -9.005887975263736356e-02, -3.401084283956602033e-02, 1.114772128952762120e+00, 1.750000000000000000e+00
1.060442841848796558e-01, -9.749834488308825597e-02, 5.446002765689037482e-03, 1.114772128952762120e+00, 2.000000000000000000e+00
1.015163268062356794e-01, -9.380376701122791760e-02, 4.668171331537308150e-02, 1.114772128952762120e+00, 2.250000000000000000e+00
9.478772561794784890e-02, -7.618317541002667115e-02, 8.392141392944726941e-02, 1.114772128952762120e+00, 2.500000000000000000e+00
8.822913639861854063e-02, -4.290243137893862829e-02, 1.120669912357837583e-01, 1.114772128952762120e+00, 2.750000000000000000e+00
8.523245092952165536e-02, -3.467258816978114426e-17, 1.233292790818221740e-01, 1.114772128952762120e+00, 3.000000000000000000e+00
8.822913639861851287e-02, 4.290243137893855890e-02, 1.120669912357837028e-01, 1.114772128952762120e+00, 3.250000000000000000e+00
9.478772561794782114e-02, 7.618317541002658788e-02, 8.392141392944724165e-02, 1.114772128952762120e+00, 3.500000000000000000e+00
1.015163268062356516e-01, 9.380376701122791760e-02, 4.668171331537306068e-02, 1.114772128952762120e+00, 3.750000000000000000e+00
1.060442841848796280e-01, 9.749834488308826985e-02, 5.446002765689034013e-03, 1.114772128952762120e+00, 4.000000000000000000e+00
1.597465515672610303e-01, 1.242068918889024515e-01, 1.077497516633182939e-02, 1.163919478629757309e+00, 0.000000000000000000e+00
1.613209273842411695e-01, 1.145675839801595097e-01, -4.026355046207517191e-02, 1.163919478629757309e+00, 2.500000000000000000e-01
1.593471730197681124e-01, 8.978977140085446507e-02, -8.352073885188997238e-02, 1.163919478629757309e+00, 5.000000000000000000e-01
1.561569711757119783e-01, 4.964157449607510542e-02, -1.153551332193605700e-01, 1.163919478629757309e+00, 7.500000000000000000e-01
1.544681548722049436e-01, 2.241844073394513579e-17, -1.279387380518259287e-01, 1.163919478629757309e+00, 1.000000000000000000e+00
1.561569711757119783e-01, -4.964157449607509154e-02, -1.153551332193605838e-01, 1.163919478629757309e+00, 1.250000000000000000e+00
1.593471730197680847e-01, -8.978977140085447894e-02, -8.352073885188998625e-02, 1.163919478629757309e+00, 1.500000000000000000e+00
1.613209273842411418e-01, -1.145675839801594820e-01, -4.026355046207517885e-02, 1.163919478629757309e+00, 1.750000000000000000e+00
1.597465515672610303e-01, -1.242068918889024098e-01, 1.077497516633183459e-02, 1.163919478629757309e+00, 2.000000000000000000e+00
1.533909320935152865e-01, -1.194376921856194207e-01, 6.412412104099837751e-02, 1.163919478629757309e+00, 2.250000000000000000e+00
1.443541109688956103e-01, -9.687356515425077363e-02, 1.121582177784894857e-01, 1.163919478629757309e+00, 2.500000000000000000e+00
1.357140049168451545e-01, -5.451168270153506495e-02, 1.482587601701453595e-01, 1.163919478629757309e+00, 2.750000000000000000e+00
1.318018451565726168e-01, -4.410323730176918366e-17, 1.626422249253791641e-01, 1.163919478629757309e+00, 3.000000000000000000e+00
1.357140049168450990e-01, 5.451168270153498169e-02, 1.482587601701452762e-01, 1.163919478629757309e+00, 3.250000000000000000e+00
1.443541109688955826e-01, 9.687356515425069037e-02, 1.121582177784894441e-01, 1.163919478629757309e+00, 3.500000000000000000e+00
1.533909320935152587e-01, 1.194376921856194207e-01, 6.412412104099834975e-02, 1.163919478629757309e+00, 3.750000000000000000e+00
1.597465515672610303e-01, 1.242068918889024515e-01, 1.077497516633182939e-02, 1.163919478629757309e+00, 4.000000000000000000e+00
2.304508284558365316e-01, 1.548622341690751025e-01, 1.928805245131698376e-02, 1.223556206113180833e+00, 0.000000000000000000e+00
2.332981506817972950e-01, 1.425713709884858238e-01, -4.548091676007934292e-02, 1.223556206113180833e+00, 2.500000000000000000e-01
2.317746503886465304e-01, 1.112840220297460214e-01, -1.000027766654443540e-01, 1.223556206113180833e+00, 5.000000000000000000e-01
2.285428800863235632e-01, 6.140561305266119263e-02, -1.395872421225031468e-01, 1.223556206113180833e+00, 7.500000000000000000e-01
2.267416509184333739e-01, 2.645441051852242196e-17, -1.550677578896266506e-01, 1.223556206113180833e+00, 1.000000000000000000e+00
2.285428800863235632e-01, -6.140561305266115794e-02, -1.395872421225031468e-01, 1.223556206113180833e+00, 1.250000000000000000e+00
2.317746503886465304e-01, -1.112840220297460075e-01, -1.000027766654443817e-01, 1.223556206113180833e+00, 1.500000000000000000e+00
2.332981506817972672e-01, -1.425713709884857405e-01, -4.548091676007935680e-02, 1.223556206113180833e+00, 1.750000000000000000e+00
2.304508284558364761e-01, -1.548622341690750748e-01, 1.928805245131699070e-02, 1.223556206113180833e+00, 2.000000000000000000e+00
2.219744156088721554e-01, -1.484606748365554785e-01, 8.684683450876232169e-02, 1.223556206113180833e+00, 2.250000000000000000e+00
2.105521160363404420e-01, -1.198502821723928941e-01, 1.471515929970141912e-01, 1.223556206113180833e+00, 2.500000000000000000e+00
1.999017523071898450e-01, -6.729491690073093058e-02, 1.919278075729249355e-01, 1.223556206113180833e+00, 2.750000000000000000e+00
1.951375566882853074e-01, -5.175899043085376185e-17, 2.096069867220625438e-01, 1.223556206113180833e+00, 3.000000000000000000e+00
1.999017523071897895e-01, 6.729491690073083343e-02, 1.919278075729248800e-01, 1.223556206113180833e+00, 3.250000000000000000e+00
2.105521160363404420e-01, 1.198502821723927969e-01, 1.471515929970141356e-01, 1.223556206113180833e+00, 3.500000000000000000e+00
2.219744156088721554e-01, 1.484606748365554785e-01, 8.684683450876229394e-02, 1.223556206113180833e+00, 3.750000000000000000e+00
2.304508284558364761e-01, 1.548622341690751025e-01, 1.928805245131698376e-02, 1.223556206113180833e+00, 4.000000000000000000e+00
3.206256683965592047e-01, 1.885757240910845289e-01, 3.183731810181249233e-02, 1.294090733024554352e+00, 0.000000000000000000e+00
3.253358375453736517e-01, 1.732225678493570231e-01, -4.860551989800864642e-02, 1.294090733024554352e+00, 2.500000000000000000e-01
3.249746129631126967e-01, 1.344732085792744447e-01, -1.157262460608730337e-01, 1.294090733024554352e+00, 5.000000000000000000e-01
3.223072342334556417e-01, 7.402176787135317237e-02, -1.635723643426026386e-01, 1.294090733024554352e+00, 7.500000000000000000e-01
3.206504213126065705e-01, 2.889626163718438321e-17, -1.820063541534363005e-01, 1.294090733024554352e+00, 1.000000000000000000e+00
3.223072342334556417e-01, -7.402176787135311686e-02, -1.635723643426026386e-01, 1.294090733024554352e+00, 1.250000000000000000e+00
3.249746129631126967e-01, -1.344732085792744170e-01, -1.157262460608730475e-01, 1.294090733024554352e+00, 1.500000000000000000e+00
3.253358375453736517e-01, -1.732225678493569954e-01, -4.860551989800866723e-02, 1.294090733024554352e+00, 1.750000000000000000e+00
3.206256683965591492e-01, -1.885757240910845289e-01, 3.183731810181249233e-02, 1.294090733024554352e+00, 2.000000000000000000e+00
3.097864296591814615e-01, -1.798717322045887135e-01, 1.154234554777065214e-01, 1.294090733024554352e+00, 2.250000000000000000e+00
2.960782600113696095e-01, -1.441447203687023504e-01, 1.890825442491050334e-01, 1.294090733024554352e+00, 2.500000000000000000e+00
2.837005092855643951e-01, -8.067093222658486273e-02, 2.428388651079921856e-01, 1.294090733024554352e+00, 2.750000000000000000e+00
2.782525173924607076e-01, -5.610520625735707841e-17, 2.637879942635219521e-01, 1.294090733024554352e+00, 3.000000000000000000e+00
2.837005092855643396e-01, 8.067093222658475171e-02, 2.428388651079921301e-01, 1.294090733024554352e+00, 3.250000000000000000e+00
2.960782600113695540e-01, 1.441447203687022394e-01, 1.890825442491050057e-01, 1.294090733024554352e+00, 3.500000000000000000e+00
3.097864296591814615e-01, 1.798717322045887135e-01, 1.154234554777064659e-01, 1.294090733024554352e+00, 3.750000000000000000e+00
3.206256683965592602e-01, 1.885757240910845289e-01, 3.183731810181249233e-02, 1.294090733024554352e+00, 4.000000000000000000e+00
4.308202334551100021e-01, 2.237684895338188928e-01, 4.889589066987243271e-02, 1.375030384724829080e+00, 0.000000000000000000e+00
4.380254219150212514e-01, 2.050762652522994944e-01, -4.860732754665580968e-02, 1.375030384724829080e+00, 2.500000000000000000e-01
4.396712177973277624e-01, 1.582092337836118745e-01, -1.291713069612601128e-01, 1.375030384724829080e+00, 5.000000000000000000e-01
4.383201608655528103e-01, 8.685689887087288952e-02, -1.853972012065804309e-01, 1.375030384724829080e+00, 7.500000000000000000e-01
4.371339282326655029e-01, 2.906977856812245446e-17, -2.066752692276561665e-01, 1.375030384724829080e+00, 1.000000000000000000e+00
4.383201608655528103e-01, -8.685689887087284788e-02, -1.853972012065804309e-01, 1.375030384724829080e+00, 1.250000000000000000e+00
4.396712177973277069e-01, -1.582092337836118467e-01, -1.291713069612601128e-01, 1.375030384724829080e+00, 1.500000000000000000e+00
4.380254219150211403e-01, -2.050762652522994944e-01, -4.860732754665583744e-02, 1.375030384724829080e+00, 1.750000000000000000e+00
4.308202334551100021e-01, -2.237684895338188651e-01, 4.889589066987242577e-02, 1.375030384724829080e+00, 2.000000000000000000e+00
4.174769881942095862e-01, -2.120721230200929841e-01, 1.496974289762142696e-01, 1.375030384724829080e+00, 2.250000000000000000e+00
4.017785363566601098e-01, -1.683850269004023570e-01, 2.371534949312819607e-01, 1.375030384724829080e+00, 2.500000000000000000e+00
3.881620523447473214e-01, -9.385275663866637919e-02, 2.996644462885216242e-01, 1.375030384724829080e+00, 2.750000000000000000e+00
3.822953431882005759e-01, -5.583021332349105903e-17, 3.236338049708669118e-01, 1.375030384724829080e+00, 3.000000000000000000e+00
3.881620523447472104e-01, 9.385275663866626816e-02, 2.996644462885215132e-01, 1.375030384724829080e+00, 3.250000000000000000e+00
4.017785363566601098e-01, 1.683850269004022737e-01, 2.371534949312819607e-01, 1.375030384724829080e+00, 3.500000000000000000e+00
4.174769881942095306e-01, 2.120721230200929841e-01, 1.496974289762142696e-01, 1.375030384724829080e+00, 3.750000000000000000e+00
4.308202334551100021e-01, 2.237684895338188928e-01, 4.889589066987243271e-02, 1.375030384724829080e+00, 4.000000000000000000e+00
5.584620567408898895e-01, 2.582762396295228413e-01, 7.019107337224220200e-02, 1.464750331312572040e+00, 0.000000000000000000e+00
5.687084092851093509e-01, 2.362102889367473646e-01, -4.482407311938407801e-02, 1.464750331312572040e+00, 2.500000000000000000e-01
5.731806370944942941e-01, 1.810843443327036506e-01, -1.389559150494941719e-01, 1.464750331312572040e+00, 5.000000000000000000e-01
5.739088784981365432e-01, 9.916277890684499496e-02, -2.032492565905313353e-01, 1.464750331312572040e+00, 7.500000000000000000e-01
5.735315246607644024e-01, 2.667127540045095492e-17, -2.271222591635090327e-01, 1.464750331312572040e+00, 1.000000000000000000e+00
5.739088784981364322e-01, -9.916277890684495333e-02, -2.032492565905313353e-01, 1.464750331312572040e+00, 1.250000000000000000e+00
5.731806370944941831e-01, -1.810843443327036228e-01, -1.389559150494941719e-01, 1.464750331312572040e+00, 1.500000000000000000e+00
5.687084092851091288e-01, -2.362102889367473091e-01, -4.482407311938409189e-02, 1.464750331312572040e+00, 1.750000000000000000e+00
5.584620567408897784e-01, -2.582762396295228413e-01, 7.019107337224220200e-02, 1.464750331312572040e+00, 2.000000000000000000e+00
5.426208156650551562e-01, -2.430339535774674875e-01, 1.884121541941118361e-01, 1.464750331312572040e+00, 2.250000000000000000e+00
5.253890394768278016e-01, -1.910096747192056577e-01, 2.892826124137276578e-01, 1.464750331312572040e+00, 2.500000000000000000e+00
5.111499270121949712e-01, -1.059864435475651456e-01, 3.597905048492214819e-01, 1.464750331312572040e+00, 2.750000000000000000e+00
5.051810696358034480e-01, -5.041586114417334275e-17, 3.863453763573931887e-01, 1.464750331312572040e+00, 3.000000000000000000e+00
5.111499270121949712e-01, 1.059864435475650624e-01, 3.597905048492213709e-01, 1.464750331312572040e+00, 3.250000000000000000e+00
5.253890394768278016e-01, 1.910096747192056021e-01, 2.892826124137276578e-01, 1.464750331312572040e+00, 3.500000000000000000e+00
5.426208156650551562e-01, 2.430339535774674875e-01, 1.884121541941118361e-01, 1.464750331312572040e+00, 3.750000000000000000e+00
5.584620567408898895e-01, 2.582762396295228413e-01, 7.019107337224220200e-02, 1.464750331312572040e+00, 4.000000000000000000e+00
6.972952630002804408e-01, 2.896926548649670918e-01, 9.448035214203234777e-02, 1.560466427576684634e+00, 0.000000000000000000e+00
7.108866779400990765e-01, 2.645468218910729807e-01, -3.728394216695551933e-02, 1.560466427576684634e+00, 2.500000000000000000e-01
7.187655315688745716e-01, 2.017019443783286403e-01, -1.442584335833217990e-01, 1.560466427576684634e+00, 5.000000000000000000e-01
7.221558220753340196e-01, 1.102289992053808454e-01, -2.159386800020152153e-01, 1.560466427576684634e+00, 7.500000000000000000e-01
7.228547080817774306e-01, 2.199494715296412942e-17, -2.420911601547201530e-01, 1.560466427576684634e+00, 1.000000000000000000e+00
7.221558220753339086e-01, -1.102289992053808454e-01, -2.159386800020152708e-01, 1.560466427576684634e+00, 1.250000000000000000e+00
7.187655315688745716e-01, -2.017019443783286126e-01, -1.442584335833217990e-01, 1.560466427576684634e+00, 1.500000000000000000e+00
7.108866779400990765e-01, -2.645468218910729252e-01, -3.728394216695554708e-02, 1.560466427576684634e+00, 1.750000000000000000e+00
6.972952630002804408e-01, -2.896926548649670363e-01, 9.448035214203233390e-02, 1.560466427576684634e+00, 2.000000000000000000e+00
6.791348064376008242e-01, -2.706690640378758839e-01, 2.291081565184853175e-01, 1.560466427576684634e+00, 2.250000000000000000e+00
6.608968896956528560e-01, -2.106070238645873782e-01, 3.421471711270274163e-01, 1.560466427576684634e+00, 2.500000000000000000e+00
6.466355835045561884e-01, -1.163512413521837624e-01, 4.194999424774844554e-01, 1.560466427576684634e+00, 2.750000000000000000e+00
6.408557033037871609e-01, -4.058902131506543958e-17, 4.481239344372421884e-01, 1.560466427576684634e+00, 3.000000000000000000e+00
6.466355835045560774e-01, 1.163512413521837069e-01, 4.194999424774844554e-01, 1.560466427576684634e+00, 3.250000000000000000e+00
6.608968896956528560e-01, 2.106070238645873505e-01, 3.421471711270274163e-01, 1.560466427576684634e+00, 3.500000000000000000e+00
6.791348064376008242e-01, 2.706690640378758839e-01, 2.291081565184853175e-01, 1.560466427576684634e+00, 3.750000000000000000e+00
6.972952630002804408e-01, 2.896926548649670918e-01, 9.448035214203234777e-02, 1.560466427576684634e+00, 4.000000000000000000e+00
8.381109581687934407e-01, 3.158901520518614392e-01, 1.196769862111017740e-01, 1.658496675113843910e+00, 0.000000000000000000e+00
8.549869825291895875e-01, 2.883046549189084429e-01, -2.681839385905093048e-02, 1.658496675113843910e+00, 2.500000000000000000e-01
8.664248827893208382e-01, 2.189901329921019046e-01, -1.451018319400400602e-01, 1.658496675113843910e+00, 5.000000000000000000e-01
8.727031704247225630e-01, 1.195445749281841552e-01, -2.232657096161956567e-01, 1.658496675113843910e+00, 7.500000000000000000e-01
8.745962840047796227e-01, 1.594831214215470460e-17, -2.514090676161032101e-01, 1.658496675113843910e+00, 1.000000000000000000e+00
8.727031704247226740e-01, -1.195445749281841413e-01, -2.232657096161956845e-01, 1.658496675113843910e+00, 1.250000000000000000e+00
8.664248827893208382e-01, -2.189901329921019046e-01, -1.451018319400400880e-01, 1.658496675113843910e+00, 1.500000000000000000e+00
8.549869825291895875e-01, -2.883046549189084429e-01, -2.681839385905094436e-02, 1.658496675113843910e+00, 1.750000000000000000e+00
8.381109581687934407e-01, -3.158901520518613282e-01, 1.196769862111017740e-01, 1.658496675113843910e+00, 2.000000000000000000e+00
8.179723599333676987e-01, -2.932995552110735371e-01, 2.684953041211476932e-01, 1.658496675113843910e+00, 2.250000000000000000e+00
7.992065788862918740e-01, -2.262554425079784104e-01, 3.917457325681239499e-01, 1.658496675113843910e+00, 2.500000000000000000e+00
