# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,ZCZWAYJMXW,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,70,17
# x,y,z,u,w
4.708585205258133399e+00, -7.434697117305529562e-18, 5.146330034602309977e-01, 4.466666666666666785e+00, 3.000000000000000000e+00
4.709518082371152659e+00, 7.184239973652543909e-02, 5.010744912250377769e-01, 4.466666666666666785e+00, 3.250000000000000000e+00
4.711206034572308354e+00, 1.344270240317180787e-01, 4.581231643906788498e-01, 4.466666666666666785e+00, 3.500000000000000000e+00
4.712296529853078120e+00, 1.840168527387915365e-01, 3.846830866539521221e-01, 4.466666666666666785e+00, 3.750000000000000000e+00
4.712690982998243072e+00, 2.055751471023924415e-01, 2.889293172715227120e-01, 4.466666666666666785e+00, 4.000000000000000000e+00
4.821963998686205954e+00, 1.964286249427570352e-01, 2.848556736543672585e-01, 4.533333333333333215e+00, 0.000000000000000000e+00
4.821848115399333778e+00, 1.790232896731458467e-01, 1.929471539259450530e-01, 4.533333333333333215e+00, 2.500000000000000000e-01
4.821259081596952711e+00, 1.335041479023258704e-01, 1.202217037987887149e-01, 4.533333333333333215e+00, 5.000000000000000000e-01
4.820311236537420996e+00, 7.221337906271785290e-02, 7.569893559414976603e-02, 4.533333333333333215e+00, 7.500000000000000000e-01
4.819784888159932557e+00, 2.993490229359682485e-18, 6.092861262383716253e-02, 4.533333333333333215e+00, 1.000000000000000000e+00
4.820311236537420996e+00, -7.221337906271783902e-02, 7.569893559414977990e-02, 4.533333333333333215e+00, 1.250000000000000000e+00
4.821259081596950935e+00, -1.335041479023258704e-01, 1.202217037987886872e-01, 4.533333333333333215e+00, 1.500000000000000000e+00
4.821848115399333778e+00, -1.790232896731458745e-01, 1.929471539259450530e-01, 4.533333333333333215e+00, 1.750000000000000000e+00
4.821963998686205954e+00, -1.964286249427570352e-01, 2.848556736543672585e-01, 4.533333333333333215e+00, 2.000000000000000000e+00
4.821619500517434709e+00, -1.764748499929820469e-01, 3.756181587790684562e-01, 4.533333333333333215e+00, 2.250000000000000000e+00
4.820669854544958000e+00, -1.297973265493603257e-01, 4.457828221569802296e-01, 4.533333333333333215e+00, 2.500000000000000000e+00
4.819202618875561228e+00, -6.966493938255402529e-02, 4.876789525772775580e-01, 4.533333333333333215e+00, 2.750000000000000000e+00
4.818392184843336423e+00, -6.910257901561989458e-18, 5.012373899087720908e-01, 4.533333333333333215e+00, 3.000000000000000000e+00
4.819202618875561228e+00, 6.966493938255401142e-02, 4.876789525772775580e-01, 4.533333333333333215e+00, 3.250000000000000000e+00
4.820669854544958000e+00, 1.297973265493602979e-01, 4.457828221569802296e-01, 4.533333333333333215e+00, 3.500000000000000000e+00
4.821619500517434709e+00, 1.764748499929820469e-01, 3.756181587790684562e-01, 4.533333333333333215e+00, 3.750000000000000000e+00
4.821963998686205954e+00, 1.964286249427570352e-01, 2.848556736543672585e-01, 4.533333333333333215e+00, 4.000000000000000000e+00
4.930131609230858913e+00, 1.876992915400136630e-01, 2.808545578167457313e-01, 4.599999999999999645e+00, 0.000000000000000000e+00
4.930036542636512920e+00, 1.715529487563006716e-01, 1.938585459190807492e-01, 4.599999999999999645e+00, 2.500000000000000000e-01
4.929554688565208842e+00, 1.287847570358373051e-01, 1.245122262324490497e-01, 4.599999999999999645e+00, 5.000000000000000000e-01
4.928781980206968782e+00, 6.994837874736917205e-02, 8.111804176864007010e-02, 4.599999999999999645e+00, 7.500000000000000000e-01
4.928353365851084966e+00, 2.414735078559718391e-18, 6.636704568272723537e-02, 4.599999999999999645e+00, 1.000000000000000000e+00
4.928781980206968782e+00, -6.994837874736915817e-02, 8.111804176864008398e-02, 4.599999999999999645e+00, 1.250000000000000000e+00
4.929554688565208842e+00, -1.287847570358373051e-01, 1.245122262324490359e-01, 4.599999999999999645e+00, 1.500000000000000000e+00
4.930036542636512920e+00, -1.715529487563006716e-01, 1.938585459190807492e-01, 4.599999999999999645e+00, 1.750000000000000000e+00
4.930131609230858913e+00, -1.876992915400136630e-01, 2.808545578167457313e-01, 4.599999999999999645e+00, 2.000000000000000000e+00
4.929847585438208668e+00, -1.694465853471856520e-01, 3.669033370317433818e-01, 4.599999999999999645e+00, 2.250000000000000000e+00
4.929067674369173702e+00, -1.257209557134882083e-01, 4.341330880786932744e-01, 4.599999999999999645e+00, 2.500000000000000000e+00
4.927865673772167554e+00, -6.784201533825416630e-02, 4.753562760064647952e-01, 4.599999999999999645e+00, 2.750000000000000000e+00
4.927202253926143527e+00, -6.157753732753505669e-18, 4.891056115133544657e-01, 4.599999999999999645e+00, 3.000000000000000000e+00
4.927865673772167554e+00, 6.784201533825416630e-02, 4.753562760064647952e-01, 4.599999999999999645e+00, 3.250000000000000000e+00
4.929067674369173702e+00, 1.257209557134881805e-01, 4.341330880786933299e-01, 4.599999999999999645e+00, 3.500000000000000000e+00
4.929847585438208668e+00, 1.694465853471856520e-01, 3.669033370317433818e-01, 4.599999999999999645e+00, 3.750000000000000000e+00
4.930131609230858913e+00, 1.876992915400136630e-01, 2.808545578167457313e-01, 4.599999999999999645e+00, 4.000000000000000000e+00
5.036844914251763505e+00, 1.796344457907216030e-01, 2.770710253177259275e-01, 4.666666666666666963e+00, 0.000000000000000000e+00
5.036772332223397264e+00, 1.646903414741654470e-01, 1.946209724571117961e-01, 4.666666666666666963e+00, 2.500000000000000000e-01
5.036405932906973248e+00, 1.245400093841757677e-01, 1.283514276017080347e-01, 4.666666666666666963e+00, 5.000000000000000000e-01
5.035821281734547128e+00, 6.794712730951651958e-02, 8.586670335033202983e-02, 4.666666666666666963e+00, 7.500000000000000000e-01
5.035497505354346259e+00, 1.798972493605574931e-18, 7.104915764832425706e-02, 4.666666666666666963e+00, 1.000000000000000000e+00
5.035821281734547128e+00, -6.794712730951651958e-02, 8.586670335033202983e-02, 4.666666666666666963e+00, 1.250000000000000000e+00
5.036405932906973248e+00, -1.245400093841757677e-01, 1.283514276017080069e-01, 4.666666666666666963e+00, 1.500000000000000000e+00
5.036772332223397264e+00, -1.646903414741654470e-01, 1.946209724571117961e-01, 4.666666666666666963e+00, 1.750000000000000000e+00
5.036844914251763505e+00, -1.796344457907216030e-01, 2.770710253177259275e-01, 4.666666666666666963e+00, 2.000000000000000000e+00
5.036626531916064131e+00, -1.630650610658976873e-01, 3.587901887627015785e-01, 4.666666666666666963e+00, 2.250000000000000000e+00
5.036030150348303813e+00, -1.221759651539681274e-01, 4.234265788035361799e-01, 4.666666666666666963e+00, 2.500000000000000000e+00
5.035114255164484298e+00, -6.632184690124878768e-02, 4.642361514067350203e-01, 4.666666666666666963e+00, 2.750000000000000000e+00
5.034609301708557361e+00, -5.233374526852585961e-18, 4.782808108594965857e-01, 4.666666666666666963e+00, 3.000000000000000000e+00
5.035114255164484298e+00, 6.632184690124878768e-02, 4.642361514067350203e-01, 4.666666666666666963e+00, 3.250000000000000000e+00
5.036030150348303813e+00, 1.221759651539681274e-01, 4.234265788035361799e-01, 4.666666666666666963e+00, 3.500000000000000000e+00
5.036626531916064131e+00, 1.630650610658976873e-01, 3.587901887627015785e-01, 4.666666666666666963e+00, 3.750000000000000000e+00
5.036844914251763505e+00, 1.796344457907216030e-01, 2.770710253177259275e-01, 4.666666666666666963e+00, 4.000000000000000000e+00
5.141755013368483063e+00, 1.724813865914404665e-01, 2.736501317163757552e-01, 4.733333333333333393e+00, 0.000000000000000000e+00
5.141704730668024581e+00, 1.586074768210341268e-01, 1.952554359614737389e-01, 4.733333333333333393e+00, 2.500000000000000000e-01
5.141452489706995976e+00, 1.208046956387327786e-01, 1.317200653154579348e-01, 4.733333333333333393e+00, 5.000000000000000000e-01
5.141053117861352106e+00, 6.619685077658130079e-02, 9.000840086214416391e-02, 4.733333333333333393e+00, 7.500000000000000000e-01
5.140832512759213380e+00, 1.198629672882344420e-18, 7.510642708218219499e-02, 4.733333333333333393e+00, 1.000000000000000000e+00
5.141053117861351218e+00, -6.619685077658127303e-02, 9.000840086214417779e-02, 4.733333333333333393e+00, 1.250000000000000000e+00
5.141452489706995976e+00, -1.208046956387327925e-01, 1.317200653154579348e-01, 4.733333333333333393e+00, 1.500000000000000000e+00
5.141704730668024581e+00, -1.586074768210341268e-01, 1.952554359614737389e-01, 4.733333333333333393e+00, 1.750000000000000000e+00
5.141755013368483063e+00, -1.724813865914404665e-01, 2.736501317163757552e-01, 4.733333333333333393e+00, 2.000000000000000000e+00
5.141602087251662567e+00, -1.574632794136136549e-01, 3.515302813226682810e-01, 4.733333333333333393e+00, 2.250000000000000000e+00
5.141187938785691358e+00, -1.191404085006666225e-01, 4.139159109792273639e-01, 4.733333333333333393e+00, 2.500000000000000000e+00
5.140555371156026787e+00, -6.505265336916078722e-02, 4.544482686722244313e-01, 4.733333333333333393e+00, 2.750000000000000000e+00
5.140207217392577910e+00, -4.193310199831779697e-18, 4.688061305327171358e-01, 4.733333333333333393e+00, 3.000000000000000000e+00
5.140555371156026787e+00, 6.505265336916078722e-02, 4.544482686722244313e-01, 4.733333333333333393e+00, 3.250000000000000000e+00
5.141187938785691358e+00, 1.191404085006666225e-01, 4.139159109792273639e-01, 4.733333333333333393e+00, 3.500000000000000000e+00
5.141602087251662567e+00, 1.574632794136136549e-01, 3.515302813226682810e-01, 4.733333333333333393e+00, 3.750000000000000000e+00
5.141755013368483063e+00, 1.724813865914404665e-01, 2.736501317163757552e-01, 4.733333333333333393e+00, 4.000000000000000000e+00
5.244513006200579142e+00, 1.664874128387295038e-01, 2.707369325717630670e-01, 4.799999999999999822e+00, 0.000000000000000000e+00
5.244482984478435306e+00, 1.534763637912003875e-01, 1.957829388536019843e-01, 4.799999999999999822e+00, 2.500000000000000000e-01
5.244334034050030624e+00, 1.176136064908996914e-01, 1.345988967825912930e-01, 4.799999999999999822e+00, 5.000000000000000000e-01
5.244101465328578016e+00, 6.468477517598474058e-02, 9.360661482699521307e-02, 4.799999999999999822e+00, 7.500000000000000000e-01
5.243973594155187712e+00, 6.661338147750951900e-19, 7.867033254585524549e-02, 4.799999999999999822e+00, 1.000000000000000000e+00
5.244101465328578016e+00, -6.468477517598472670e-02, 9.360661482699522695e-02, 4.799999999999999822e+00, 1.250000000000000000e+00
5.244334034050030624e+00, -1.176136064908996914e-01, 1.345988967825912930e-01, 4.799999999999999822e+00, 1.500000000000000000e+00
5.244482984478435306e+00, -1.534763637912004430e-01, 1.957829388536019843e-01, 4.799999999999999822e+00, 1.750000000000000000e+00
5.244513006200579142e+00, -1.664874128387295038e-01, 2.707369325717630670e-01, 4.799999999999999822e+00, 2.000000000000000000e+00
5.244419998745667222e+00, -1.527742426548287513e-01, 3.453751820623683910e-01, 4.799999999999999822e+00, 2.250000000000000000e+00
5.244171695984684689e+00, -1.165923393834499971e-01, 4.058537012534851329e-01, 4.799999999999999822e+00, 2.500000000000000000e+00
5.243796029850310347e+00, -6.398265403961306275e-02, 4.461223176970687265e-01, 4.799999999999999822e+00, 2.750000000000000000e+00
5.243589890180206936e+00, -3.093750667663597340e-18, 4.607247131185343014e-01, 4.799999999999999822e+00, 3.000000000000000000e+00
5.243796029850310347e+00, 6.398265403961306275e-02, 4.461223176970687265e-01, 4.799999999999999822e+00, 3.250000000000000000e+00
5.244171695984684689e+00, 1.165923393834499971e-01, 4.058537012534851884e-01, 4.799999999999999822e+00, 3.500000000000000000e+00
5.244419998745667222e+00, 1.527742426548287513e-01, 3.453751820623683910e-01, 4.799999999999999822e+00, 3.750000000000000000e+00
5.244513006200579142e+00, 1.664874128387295038e-01, 2.707369325717630670e-01, 4.799999999999999822e+00, 4.000000000000000000e+00
5.344769992367618627e+00, 1.618998234291481042e-01, 2.684764834429557157e-01, 4.866666666666667140e+00, 0.000000000000000000e+00
5.344756340162671648e+00, 1.494690113789580721e-01, 1.962244835549320499e-01, 4.866666666666667140e+00, 2.500000000000000000e-01
5.344690241020836119e+00, 1.150015326320678183e-01, 1.369686794120006101e-01, 4.866666666666667140e+00, 5.000000000000000000e-01
5.344590300877428035e+00, 6.339812653514817486e-02, 9.672482576780393193e-02, 4.866666666666667140e+00, 7.500000000000000000e-01
5.344535955631773305e+00, 2.539121176688991872e-19, 8.187235260089759104e-02, 4.866666666666667140e+00, 1.000000000000000000e+00
5.344590300877427147e+00, -6.339812653514817486e-02, 9.672482576780393193e-02, 4.866666666666667140e+00, 1.250000000000000000e+00
5.344690241020836119e+00, -1.150015326320678183e-01, 1.369686794120005824e-01, 4.866666666666667140e+00, 1.500000000000000000e+00
5.344756340162671648e+00, -1.494690113789580721e-01, 1.962244835549320499e-01, 4.866666666666667140e+00, 1.750000000000000000e+00
5.344769992367618627e+00, -1.618998234291481042e-01, 2.684764834429557157e-01, 4.866666666666667140e+00, 2.000000000000000000e+00
5.344726013698745781e+00, -1.491309530540383954e-01, 3.405764583325266437e-01, 4.866666666666667140e+00, 2.250000000000000000e+00
5.344612078248632159e+00, -1.145098114321846244e-01, 3.994925662740276273e-01, 4.866666666666667140e+00, 2.500000000000000000e+00
5.344443239350854746e+00, -6.306006821022848430e-02, 4.393879883754033822e-01, 4.866666666666667140e+00, 2.750000000000000000e+00
5.344351209273449754e+00, -1.990885846320546267e-18, 4.540797012024666013e-01, 4.866666666666667140e+00, 3.000000000000000000e+00
5.344443239350854746e+00, 6.306006821022849818e-02, 4.393879883754033822e-01, 4.866666666666667140e+00, 3.250000000000000000e+00
5.344612078248632159e+00, 1.145098114321846244e-01, 3.994925662740276273e-01, 4.866666666666667140e+00, 3.500000000000000000e+00
5.344726013698745781e+00, 1.491309530540383954e-01, 3.405764583325266437e-01, 4.866666666666667140e+00, 3.750000000000000000e+00
5.344769992367618627e+00, 1.618998234291481042e-01, 2.684764834429557157e-01, 4.866666666666667140e+00, 4.000000000000000000e+00
5.442177071489161300e+00, 1.589659172592557401e-01, 2.670138398890215536e-01, 4.933333333333333570e+00, 0.000000000000000000e+00
5.442174044228768715e+00, 1.467574285786009958e-01, 1.966010724868993420e-01, 4.933333333333333570e+00, 2.500000000000000000e-01
5.442160785704165171e+00, 1.130032647536286655e-01, 1.388101706125780821e-01, 4.933333333333333570e+00, 5.000000000000000000e-01
5.442143601249091134e+00, 6.232413088149297425e-02, 9.942651420748883917e-02, 4.933333333333333570e+00, 7.500000000000000000e-01
5.442134803278467103e+00, 1.439177994884413752e-20, 8.484396580886319206e-02, 4.933333333333333570e+00, 1.000000000000000000e+00
5.442143601249091134e+00, -6.232413088149296038e-02, 9.942651420748883917e-02, 4.933333333333333570e+00, 1.250000000000000000e+00
5.442160785704164283e+00, -1.130032647536286655e-01, 1.388101706125780821e-01, 4.933333333333333570e+00, 1.500000000000000000e+00
5.442174044228768715e+00, -1.467574285786009958e-01, 1.966010724868993420e-01, 4.933333333333333570e+00, 1.750000000000000000e+00
5.442177071489161300e+00, -1.589659172592557401e-01, 2.670138398890215536e-01, 4.933333333333333570e+00, 2.000000000000000000e+00
5.442165879411558826e+00, -1.466664128757380059e-01, 3.373856774838679962e-01, 4.933333333333333570e+00, 2.250000000000000000e+00
5.442139741880878567e+00, -1.128708782767370439e-01, 3.950851226885734313e-01, 4.933333333333333570e+00, 2.500000000000000000e+00
5.442104007761168205e+00, -6.223311517862997050e-02, 4.343749706013647627e-01, 4.933333333333333570e+00, 2.750000000000000000e+00
5.442085063874302797e+00, -9.409056517751779634e-19, 4.489142373700325539e-01, 4.933333333333333570e+00, 3.000000000000000000e+00
5.442104007761168205e+00, 6.223311517862998438e-02, 4.343749706013647627e-01, 4.933333333333333570e+00, 3.250000000000000000e+00
5.442139741880878567e+00, 1.128708782767370300e-01, 3.950851226885734313e-01, 4.933333333333333570e+00, 3.500000000000000000e+00
5.442165879411558826e+00, 1.466664128757380059e-01, 3.373856774838679962e-01, 4.933333333333333570e+00, 3.750000000000000000e+00
5.442177071489161300e+00, 1.589659172592557401e-01, 2.670138398890215536e-01, 4.933333333333333570e+00, 4.000000000000000000e+00
5.536385343184771379e+00, 1.579329932256117730e-01, 2.664940574690284336e-01, 5.000000000000000000e+00, 0.000000000000000000e+00
5.536385343184770491e+00, 1.455136243844227795e-01, 1.969337080709393506e-01, 5.000000000000000000e+00, 2.500000000000000000e-01
5.536385343184769603e+00, 1.116535935469735036e-01, 1.401041277932162377e-01, 5.000000000000000000e+00, 5.000000000000000000e-01
5.536385343184770491e+00, 6.145001424244042609e-02, 1.017751606689686894e-01, 5.000000000000000000e+00, 7.500000000000000000e-01
5.536385343184771379e+00, 0.000000000000000000e+00, 8.771665073130628654e-02, 5.000000000000000000e+00, 1.000000000000000000e+00
5.536385343184770491e+00, -6.145001424244041222e-02, 1.017751606689686894e-01, 5.000000000000000000e+00, 1.250000000000000000e+00
5.536385343184769603e+00, -1.116535935469735036e-01, 1.401041277932162099e-01, 5.000000000000000000e+00, 1.500000000000000000e+00
5.536385343184770491e+00, -1.455136243844227795e-01, 1.969337080709393506e-01, 5.000000000000000000e+00, 1.750000000000000000e+00
5.536385343184771379e+00, -1.579329932256117730e-01, 2.664940574690284336e-01, 5.000000000000000000e+00, 2.000000000000000000e+00
5.536385343184770491e+00, -1.455136243844227795e-01, 3.360544068671174611e-01, 5.000000000000000000e+00, 2.250000000000000000e+00
5.536385343184769603e+00, -1.116535935469735175e-01, 3.928839871448406296e-01, 5.000000000000000000e+00, 2.500000000000000000e+00
5.536385343184770491e+00, -6.145001424244041222e-02, 4.312129542690881223e-01, 5.000000000000000000e+00, 2.750000000000000000e+00
5.536385343184771379e+00, -5.135813185032628656e-34, 4.452714642067505668e-01, 5.000000000000000000e+00, 3.000000000000000000e+00
5.536385343184770491e+00, 6.145001424244042609e-02, 4.312129542690881223e-01, 5.000000000000000000e+00, 3.250000000000000000e+00
5.536385343184769603e+00, 1.116535935469735036e-01, 3.928839871448406296e-01, 5.000000000000000000e+00, 3.500000000000000000e+00
5.536385343184770491e+00, 1.455136243844227795e-01, 3.360544068671174611e-01, 5.000000000000000000e+00, 3.750000000000000000e+00
5.536385343184771379e+00, 1.579329932256117730e-01, 2.664940574690284336e-01, 5.000000000000000000e+00, 4.000000000000000000e+00
5.636407183106132202e+00, 1.573842703099664619e-01, 2.668317636880739863e-01, 5.072091760452658527e+00, 0.000000000000000000e+00
5.636414701530404692e+00, 1.446550218939387233e-01, 1.974985260963063594e-01, 5.072091760452658527e+00, 2.500000000000000000e-01
5.636396828332261855e+00, 1.103218248611572000e-01, 1.412474011182887068e-01, 5.072091760452658527e+00, 5.000000000000000000e-01
5.636362317983115489e+00, 6.048363220405759272e-02, 1.040965400271836178e-01, 5.072091760452658527e+00, 7.500000000000000000e-01
5.636342576890756462e+00, -2.269535399963700855e-19, 9.074262692742576797e-02, 5.072091760452658527e+00, 1.000000000000000000e+00
5.636362317983115489e+00, -6.048363220405758578e-02, 1.040965400271836178e-01, 5.072091760452658527e+00, 1.250000000000000000e+00
5.636396828332261855e+00, -1.103218248611572000e-01, 1.412474011182886791e-01, 5.072091760452658527e+00, 1.500000000000000000e+00
5.636414701530404692e+00, -1.446550218939387233e-01, 1.974985260963063871e-01, 5.072091760452658527e+00, 1.750000000000000000e+00
5.636407183106132202e+00, -1.573842703099664619e-01, 2.668317636880739863e-01, 5.072091760452658527e+00, 2.000000000000000000e+00
5.636376427324282012e+00, -1.442718675116735350e-01, 3.359939756570584635e-01, 5.072091760452658527e+00, 2.250000000000000000e+00
5.636345571458328152e+00, -1.097645093960441937e-01, 3.918588107927462594e-01, 5.072091760452658527e+00, 2.500000000000000000e+00
5.636335341280990008e+00, -6.010047782179239045e-02, 4.286066595878432195e-01, 5.072091760452658527e+00, 2.750000000000000000e+00
5.636335833553383523e+00, 9.154350495337460621e-19, 4.417728246111397583e-01, 5.072091760452658527e+00, 3.000000000000000000e+00
5.636335341280990008e+00, 6.010047782179239739e-02, 4.286066595878432195e-01, 5.072091760452658527e+00, 3.250000000000000000e+00
5.636345571458328152e+00, 1.097645093960441937e-01, 3.918588107927462594e-01, 5.072091760452658527e+00, 3.500000000000000000e+00
5.636376427324282012e+00, 1.442718675116735350e-01, 3.359939756570584635e-01, 5.072091760452658527e+00, 3.750000000000000000e+00
5.636407183106132202e+00, 1.573842703099664619e-01, 2.668317636880739863e-01, 5.072091760452658527e+00, 4.000000000000000000e+00
5.750639947922055129e+00, 1.554423306924058723e-01, 2.679542952797547839e-01, 5.154427445014358788e+00, 0.000000000000000000e+00
5.750674493448697966e+00, 1.427550817475166656e-01, 1.986680447378928183e-01, 5.154427445014358788e+00, 2.500000000000000000e-01
5.750621508638942281e+00, 1.082140221589951989e-01, 1.427286474072514688e-01, 5.154427445014358788e+00, 5.000000000000000000e-01
5.750523812316295391e+00, 5.907419091557027796e-02, 1.067065700621098873e-01, 5.154427445014358788e+00, 7.500000000000000000e-01
5.750469229781946190e+00, -1.207694505556618853e-18, 9.409414466668467036e-02, 5.154427445014358788e+00, 1.000000000000000000e+00
5.750523812316295391e+00, -5.907419091557025714e-02, 1.067065700621098873e-01, 5.154427445014358788e+00, 1.250000000000000000e+00
5.750621508638942281e+00, -1.082140221589951989e-01, 1.427286474072514688e-01, 5.154427445014358788e+00, 1.500000000000000000e+00
5.750674493448698854e+00, -1.427550817475166656e-01, 1.986680447378928183e-01, 5.154427445014358788e+00, 1.750000000000000000e+00
5.750639947922055129e+00, -1.554423306924058723e-01, 2.679542952797547839e-01, 5.154427445014358788e+00, 2.000000000000000000e+00
5.750514453004123894e+00, -1.411529532152374089e-01, 3.365254162480182387e-01, 5.154427445014358788e+00, 2.250000000000000000e+00
5.750407182236825676e+00, -1.058836533847708206e-01, 3.908495743780337484e-01, 5.154427445014358788e+00, 2.500000000000000000e+00
5.750411011455383914e+00, -5.747206238329098660e-02, 4.251864889580343476e-01, 5.154427445014358788e+00, 2.750000000000000000e+00
5.750441033071412633e+00, 1.886895342977865662e-18, 4.370138612153459667e-01, 5.154427445014358788e+00, 3.000000000000000000e+00
5.750411011455383914e+00, 5.747206238329101435e-02, 4.251864889580343476e-01, 5.154427445014358788e+00, 3.250000000000000000e+00
5.750407182236825676e+00, 1.058836533847708206e-01, 3.908495743780337484e-01, 5.154427445014358788e+00, 3.500000000000000000e+00
5.750514453004123894e+00, 1.411529532152374089e-01, 3.365254162480182387e-01, 5.154427445014358788e+00, 3.750000000000000000e+00
5.750639947922055129e+00, 1.554423306924058723e-01, 2.679542952797547839e-01, 5.154427445014358788e+00, 4.000000000000000000e+00
5.876574504968115065e+00, 1.517288246959835885e-01, 2.699273903422639842e-01, 5.245210316398285499e+00, 0.000000000000000000e+00
5.876654521466544878e+00, 1.394922649839658302e-01, 2.005724519156975028e-01, 5.245210316398285499e+00, 2.500000000000000000e-01
5.876551140893897518e+00, 1.051437386597691842e-01, 1.446976208191456115e-01, 5.245210316398285499e+00, 5.000000000000000000e-01
5.876365265070886856e+00, 5.714045731001347883e-02, 1.096945098195889756e-01, 5.245210316398285499e+00, 7.500000000000000000e-01
5.876262821223746435e+00, -2.906814741651549686e-18, 9.781259643945133808e-02, 5.245210316398285499e+00, 1.000000000000000000e+00
5.876365265070886856e+00, -5.714045731001347883e-02, 1.096945098195889756e-01, 5.245210316398285499e+00, 1.250000000000000000e+00
5.876551140893897518e+00, -1.051437386597691842e-01, 1.446976208191456115e-01, 5.245210316398285499e+00, 1.500000000000000000e+00
5.876654521466545766e+00, -1.394922649839658302e-01, 2.005724519156975028e-01, 5.245210316398285499e+00, 1.750000000000000000e+00
5.876574504968115065e+00, -1.517288246959835885e-01, 2.699273903422639842e-01, 5.245210316398285499e+00, 2.000000000000000000e+00
5.876294330074770755e+00, -1.358864707900318547e-01, 3.376728386358985867e-01, 5.245210316398285499e+00, 2.250000000000000000e+00
5.876068772044714450e+00, -9.989894710495614283e-02, 3.899123683105694127e-01, 5.245210316398285499e+00, 2.500000000000000000e+00
5.876111392375187314e+00, -5.353466311607951722e-02, 4.211228060058596068e-01, 5.245210316398285499e+00, 2.750000000000000000e+00
5.876199360937581773e+00, 2.830662619547129026e-18, 4.312378573706802665e-01, 5.245210316398285499e+00, 3.000000000000000000e+00
5.876111392375187314e+00, 5.353466311607952416e-02, 4.211228060058596068e-01, 5.245210316398285499e+00, 3.250000000000000000e+00
5.876068772044714450e+00, 9.989894710495614283e-02, 3.899123683105694127e-01, 5.245210316398285499e+00, 3.500000000000000000e+00
5.876294330074770755e+00, 1.358864707900318547e-01, 3.376728386358985867e-01, 5.245210316398285499e+00, 3.750000000000000000e+00
5.876574504968115065e+00, 1.517288246959835885e-01, 2.699273903422639842e-01, 5.245210316398285499e+00, 4.000000000000000000e+00
6.010112508111236096e+00, 1.460549083947974558e-01, 2.726423165698858564e-01, 5.341503324886155646e+00, 0.000000000000000000e+00
6.010249748688204718e+00, 1.346528749254036483e-01, 2.032552795318529337e-01, 5.341503324886155646e+00, 2.500000000000000000e-01
6.010087692189340913e+00, 1.010054100593397869e-01, 1.473205760867567493e-01, 5.341503324886155646e+00, 5.000000000000000000e-01
6.009800758910882834e+00, 5.465190352451011063e-02, 1.131928835211160334e-01, 5.341503324886155646e+00, 7.500000000000000000e-01
6.009643966316764008e+00, -5.071971359348414510e-18, 1.019748449759746156e-01, 5.341503324886155646e+00, 1.000000000000000000e+00
6.009800758910882834e+00, -5.465190352451011063e-02, 1.131928835211160334e-01, 5.341503324886155646e+00, 1.250000000000000000e+00
6.010087692189340913e+00, -1.010054100593397869e-01, 1.473205760867567216e-01, 5.341503324886155646e+00, 1.500000000000000000e+00
6.010249748688204718e+00, -1.346528749254036483e-01, 2.032552795318529337e-01, 5.341503324886155646e+00, 1.750000000000000000e+00
6.010112508111236096e+00, -1.460549083947974558e-01, 2.726423165698858564e-01, 5.341503324886155646e+00, 2.000000000000000000e+00
6.009640249182874427e+00, -1.285513138450558035e-01, 3.393058475434789223e-01, 5.341503324886155646e+00, 2.250000000000000000e+00
6.009271449542575638e+00, -9.213041212428836613e-02, 3.890890591179634317e-01, 5.341503324886155646e+00, 2.500000000000000000e+00
6.009371167071711817e+00, -4.855034244416226580e-02, 4.167989622649189707e-01, 5.341503324886155646e+00, 2.750000000000000000e+00
6.009536581704279179e+00, 3.640615578497679611e-18, 4.250271971975471130e-01, 5.341503324886155646e+00, 3.000000000000000000e+00
6.009371167071711817e+00, 4.855034244416227274e-02, 4.167989622649189707e-01, 5.341503324886155646e+00, 3.250000000000000000e+00
6.009271449542576526e+00, 9.213041212428836613e-02, 3.890890591179634317e-01, 5.341503324886155646e+00, 3.500000000000000000e+00
6.009640249182874427e+00, 1.285513138450558035e-01, 3.393058475434789223e-01, 5.341503324886155646e+00, 3.750000000000000000e+00
6.010112508111236096e+00, 1.460549083947974558e-01, 2.726423165698858564e-01, 5.341503324886155646e+00, 4.000000000000000000e+00
6.145994995026587304e+00, 1.385190986028054516e-01, 2.758169038238729165e-01, 5.439533572423315810e+00, 0.000000000000000000e+00
6.146189965013936884e+00, 1.282238509882711319e-01, 2.066404627708269826e-01, 5.439533572423315810e+00, 2.500000000000000000e-01
6.145971793848757692e+00, 9.583055942564147611e-02, 1.507234872775145562e-01, 5.439533572423315810e+00, 5.000000000000000000e-01
